"Accession"	"TotLen"	"CDSFrst"	"CDSLast"
"NM_020004"	2617	51	2543
"NM_011044"	2617	141	2009
"NM_134096"	2617	167	544
"NM_030559"	2617	7	2526
"NM_027350"	2616	113	1756
"NM_145123"	2616	151	2091
"NM_008292"	2616	25	2232
"NM_022321"	2616	130	1125
"NM_028150"	2616	267	1505
"NM_019975"	2615	84	1829
"NM_016780"	2615	34	2397
"NM_138591"	2615	128	2383
"NM_009953"	2614	132	1424
"NM_008939"	2614	245	2530
"NM_153782"	2614	542	2167
"NM_013841"	2613	697	2409
"NM_145741"	2613	310	1740
"NM_029786"	2612	152	2035
"NM_198933"	2612	70	2346
"NM_183186"	2611	65	1438
"NM_026240"	2611	144	1442
"NM_010799"	2611	173	1618
"NM_172873"	2611	818	2101
"NM_009787"	2610	209	2134
"NM_026000"	2610	118	786
"XM_001479660"	2610	277	753
"NM_007755"	2609	29	1714
"NM_026609"	2609	40	435
"NM_016706"	2609	15	1736
"NM_009456"	2609	32	496
"NM_001013370"	2608	46	1524
"NM_023873"	2608	115	1965
"NM_032540"	2608	256	2397
"NM_172791"	2608	54	1394
"NM_152822"	2608	112	2391
"NM_172307"	2608	73	1620
"NM_030211"	2607	103	771
"NM_198937"	2606	13	585
"NM_008307"	2606	616	2424
"NM_009032"	2606	218	1303
"NM_025433"	2606	25	765
"NM_177769"	2605	363	1343
"NM_028097"	2605	182	1171
"NM_013705"	2604	144	1790
"NM_024255"	2604	169	1641
"NM_009652"	2604	285	1727
"NM_177354"	2604	1552	2421
"NM_027864"	2603	6	1658
"NM_026243"	2603	215	1651
"NM_139150"	2602	188	2257
"NM_009120"	2602	110	706
"NM_016789"	2602	173	1462
"NM_009106"	2602	591	2246
"NM_001042655"	2601	211	2148
"NM_009269"	2601	13	1434
"NM_027275"	2601	23	2080
"NM_016805"	2600	157	2553
"NM_001013608"	2600	23	1780
"NM_178628"	2600	231	1907
"NM_175771"	2599	220	765
"NM_133979"	2599	86	2065
"NM_207669"	2598	133	1281
"NM_010132"	2598	527	1288
"NM_009189"	2598	39	893
"NM_144786"	2597	31	2019
"NM_010221"	2597	94	1839
"NM_201351"	2597	570	1298
"NM_007455"	2597	16	2391
"NM_153800"	2596	301	2241
"NM_145760"	2595	279	1523
"NM_008301"	2595	165	2066
"NM_175408"	2595	1819	2169
"NM_201638"	2595	122	1492
"NM_173739"	2595	431	2299
"NM_001004176"	2594	118	2160
"NM_026195"	2594	83	1861
"NM_009298"	2593	27	1094
"NM_146120"	2593	25	2367
"NM_027810"	2593	103	2250
"NM_009685"	2593	68	2194
"NM_145974"	2593	427	2040
"NM_144823"	2592	82	2250
"NM_001033597"	2592	82	2250
"NM_183336"	2592	58	2385
"NM_025783"	2592	136	810
"NM_153065"	2592	22	2304
"NM_008240"	2592	300	1565
"NM_021398"	2591	358	1866
"NM_183193"	2591	19	1008
"NM_023646"	2591	12	1454
"NM_017406"	2591	90	2189
"NM_025980"	2590	354	698
"NM_013490"	2589	304	1611
"NM_007661"	2589	87	2441
"NM_010186"	2588	8	1222
"NM_198932"	2588	13	2322
"NM_027422"	2588	10	1629
"NM_013484"	2587	53	2335
"NM_008551"	2586	19	1179
"NM_001040088"	2586	684	1694
"NM_153599"	2586	19	1413
"NM_145954"	2586	58	2466
"NM_009812"	2585	394	1836
"NM_009044"	2584	282	2048
"NM_133981"	2584	56	1891
"NM_021471"	2584	218	2365
"NM_008608"	2583	247	1995
"NM_008923"	2583	71	1216
"NM_177759"	2582	450	2087
"NM_011703"	2582	134	1513
"NM_175455"	2581	617	2143
"NM_027000"	2580	18	1922
"NM_030715"	2580	236	2320
"NM_026531"	2580	63	1163
"NM_009808"	2579	18	1277
"NM_007722"	2579	112	1200
"NM_172265"	2579	98	2251
"NM_177253"	2579	137	454
"NM_001048146"	2579	466	1317
"NM_008752"	2579	244	1029
"NM_010063"	2579	138	2024
"NM_008263"	2578	57	1256
"NM_008310"	2578	380	1480
"NM_133661"	2578	276	2162
"NM_138747"	2578	71	2452
"NM_001080134"	2578	270	947
"NM_013689"	2578	428	2011
"NM_011306"	2577	147	1709
"NM_013627"	2576	526	1836
"NM_028355"	2576	306	2327
"NM_011541"	2576	113	1018
"NM_198019"	2576	110	2482
"NM_008537"	2575	55	1200
"NM_145465"	2575	292	1587
"NM_138748"	2574	253	1224
"NM_007893"	2574	24	2372
"NM_028883"	2574	80	1447
"NM_133779"	2574	35	1783
"NM_011655"	2574	180	1514
"NM_001083881"	2574	248	805
"NM_031877"	2574	66	1745
"NM_011505"	2574	218	1891
"NM_019521"	2573	168	2189
"NM_173774"	2573	173	2428
"NM_146100"	2573	53	1558
"NM_134044"	2572	161	1579
"NM_001004185"	2572	73	2247
"NM_028125"	2572	205	1509
"NM_001039053"	2570	295	399
"NM_001042727"	2570	143	1486
"NM_028221"	2570	292	1056
"NM_007728"	2569	170	1828
"NM_011946"	2568	530	2389
"NM_001024716"	2568	7	1890
"NM_028120"	2567	76	2451
"NM_011179"	2567	6	1679
"NM_013663"	2566	117	611
"NM_001037756"	2566	139	1110
"NM_024433"	2565	67	918
"NM_028035"	2565	254	859
"NM_011746"	2565	99	1733
"NM_145518"	2564	130	2313
"NM_028244"	2564	314	2488
"NM_001015876"	2564	62	2227
"NM_011656"	2564	23	1195
"NM_001038839"	2563	164	1459
"NM_133700"	2563	351	1778
"NM_025478"	2563	11	904
"NM_020586"	2563	611	1825
"NM_153387"	2563	189	2192
"NM_013861"	2562	56	787
"NM_023742"	2562	329	2185
"NM_001033598"	2561	126	2219
"NM_011123"	2561	79	912
"NM_145927"	2560	42	1355
"NM_172780"	2560	7	2115
"NM_016792"	2560	187	1056
"NM_170755"	2559	78	1703
"NM_175207"	2558	412	1392
"NM_010069"	2557	652	1869
"NM_212442"	2557	282	2024
"NM_172774"	2557	108	2465
"NM_028751"	2557	401	2020
"NM_144908"	2556	178	2004
"NM_028201"	2556	204	1235
"NM_013865"	2555	73	1200
"NM_026276"	2555	30	959
"NM_152993"	2555	75	1700
"NM_011056"	2554	181	2424
"NM_172662"	2554	128	1525
"NM_007422"	2553	116	1486
"NM_008847"	2553	408	2048
"NM_028965"	2552	245	1060
"NM_010914"	2552	214	837
"NM_027602"	2552	286	2388
"NM_030153"	2552	55	2232
"NM_007916"	2552	98	1534
"NM_010686"	2551	19	804
"NM_026626"	2551	223	717
"NM_024473"	2551	1725	2414
"NM_001002012"	2550	120	2021
"NM_013904"	2549	136	1155
"NM_133672"	2549	93	1076
"NM_009176"	2549	532	1656
"NM_026810"	2548	39	2321
"NM_019733"	2547	301	894
"NM_011481"	2547	400	1923
"NM_019519"	2547	331	2034
"NM_146032"	2546	112	1989
"NM_011993"	2545	51	1769
"NM_010077"	2545	130	1464
"NM_138646"	2545	229	2244
"NM_010903"	2544	238	2220
"NM_177275"	2543	222	1748
"NM_007598"	2543	38	1462
"NM_009532"	2543	538	2433
"NM_007625"	2542	133	1788
"NM_177671"	2542	975	1853
"NM_027219"	2542	342	1571
"NM_011400"	2542	188	1666
"NM_013752"	2542	107	2362
"NM_028052"	2541	206	1063
"NM_153583"	2541	185	1609
"NM_019986"	2540	67	1302
"NM_028680"	2540	45	1334
"NM_008760"	2540	127	1023
"NM_010493"	2540	76	1689
"NM_153551"	2539	105	2465
"NM_022310"	2539	228	2195
"NM_177823"	2539	472	1827
"NM_001081349"	2539	159	1982
"NM_145509"	2539	157	756
"NM_080468"	2539	194	2407
"NM_008668"	2539	221	1798
"NM_053207"	2539	26	403
"NM_030566"	2539	366	2030
"NM_133993"	2538	79	1584
"NM_011032"	2538	130	1659
"NM_144536"	2538	71	1807
"XM_901483"	2537	118	348
"NM_001008797"	2537	311	1963
"XM_924570"	2537	118	348
"NM_144847"	2537	238	1014
"NM_028868"	2537	269	2251
"NM_010599"	2537	425	1639
"NM_007890"	2537	36	2327
"NM_173350"	2536	203	1918
"NM_011103"	2536	14	2038
"NM_008577"	2536	128	1708
"NM_028880"	2536	566	2134
"NM_177687"	2536	232	603
"NM_011786"	2536	27	2162
"NM_001081317"	2536	117	2393
"NM_028197"	2535	81	1934
"NM_011665"	2535	142	618
"NM_053246"	2534	288	1265
"NM_019574"	2534	158	2083
"NM_009630"	2534	450	1682
"NM_026936"	2534	15	1316
"NM_023268"	2533	101	1807
"NM_016796"	2532	106	531
"XM_001471514"	2532	104	1627
"NM_026238"	2531	23	1453
"NM_010777"	2531	298	1050
"NM_008474"	2530	23	1834
"NM_145743"	2530	165	1607
"NM_139134"	2530	422	1243
"NM_178683"	2530	86	1675
"NM_177410"	2529	1411	2010
"NM_026646"	2529	205	1176
"NM_144520"	2529	52	1263
"NM_175443"	2528	62	796
"NM_007555"	2528	729	2093
"NM_019388"	2528	91	1020
"NM_172371"	2528	318	1604
"NM_194060"	2528	10	1689
"NM_153545"	2528	118	2130
"NM_177876"	2528	49	906
"NM_008846"	2528	152	1771
"NM_178700"	2528	61	1500
"NM_022329"	2528	670	1065
"NM_199465"	2528	106	1929
"NM_008489"	2528	178	1623
"NM_007829"	2527	118	2340
"NM_001033436"	2527	96	2315
"NM_010016"	2527	72	1244
"NM_026344"	2526	148	1617
"NM_133775"	2526	37	837
"NM_008067"	2526	216	1694
"NM_178070"	2524	330	2183
"NM_022028"	2524	236	1396
"NM_080640"	2524	51	488
"NM_133485"	2524	518	1012
"NM_016682"	2524	20	1936
"NM_010058"	2524	116	2068
"NM_026341"	2523	114	1172
"NM_011502"	2523	173	982
"NM_026353"	2522	117	557
"NM_001009927"	2522	177	1541
"NM_007538"	2521	66	1106
"NM_133255"	2521	90	2240
"NM_023608"	2520	275	1894
"NM_145452"	2520	1	2442
"NM_175154"	2520	141	1484
"NM_133737"	2520	425	1777
"NM_026656"	2519	99	1799
"NM_021459"	2519	267	1316
"NM_026033"	2519	299	1099
"NM_008872"	2519	94	1773
"NM_030688"	2518	121	2181
"NM_025950"	2517	45	1052
"NM_198629"	2517	1311	2225
"NM_013628"	2516	76	2337
"NM_212484"	2516	360	2018
"NM_028780"	2516	443	2263
"NM_016853"	2515	109	1320
"NM_008297"	2514	24	1577
"NM_030229"	2514	318	932
"NM_028808"	2514	65	1078
"NM_026400"	2513	177	1253
"NM_183335"	2513	47	2335
"NM_026030"	2513	203	1198
"NM_032003"	2513	150	1583
"NM_025829"	2513	20	643
"NM_177867"	2513	361	2406
"NM_133734"	2512	169	1818
"NM_016741"	2512	193	1722
"NM_010754"	2512	108	1511
"NM_145441"	2511	185	961
"NM_001038995"	2511	105	2351
"NM_133750"	2511	109	1182
"NM_153409"	2510	317	2074
"NM_026451"	2509	183	740
"NM_178883"	2509	59	1165
"NM_146170"	2508	352	2076
"NM_172883"	2508	28	1578
"NM_021461"	2508	182	1429
"NM_008179"	2508	189	2087
"NM_001024468"	2508	44	1405
"NM_007746"	2507	125	1528
"NM_023824"	2507	306	1127
"NM_023128"	2507	21	1172
"NM_053183"	2507	88	2292
"NM_008302"	2507	96	2270
"NM_010200"	2506	374	1111
"NM_201406"	2505	54	1721
"NM_138604"	2505	287	1987
"NM_008612"	2505	122	1051
"NM_177033"	2504	133	1107
"NM_001025360"	2504	196	2046
"NM_001083880"	2504	178	735
"NM_024243"	2503	48	1406
"NM_010203"	2503	230	1024
"NM_008238"	2503	94	2040
"NM_175094"	2502	63	1568
"NM_011896"	2502	481	1422
"NM_001039552"	2502	30	1898
"NM_016797"	2500	476	1261
"NM_008709"	2500	179	1567
"NM_023377"	2500	25	666
"NM_145928"	2500	50	862
"NM_026849"	2500	434	2020
"NM_025581"	2500	122	886
"NM_172990"	2500	14	2335
"NM_025481"	2500	164	2410
"NM_175476"	2499	96	1964
"NM_172405"	2499	19	1242
"NM_028121"	2499	63	1553
"NM_144844"	2499	37	2211
"NM_178395"	2498	229	1329
"NM_175325"	2498	31	1593
"NM_026693"	2498	98	451
"NM_008507"	2498	280	1926
"NM_177788"	2497	241	2460
"NM_053100"	2497	146	1801
"NM_011972"	2497	95	2248
"NM_001005846"	2496	155	1771
"NM_011181"	2496	170	1372
"NM_008793"	2495	24	1991
"NM_133740"	2495	120	1706
"NM_177271"	2495	246	767
"NM_019813"	2495	77	2059
"NM_144919"	2494	32	1075
"NM_010894"	2494	98	1171
"NM_007713"	2494	344	2260
"NM_001024508"	2494	57	1850
"NM_008177"	2493	351	1505
"NM_138598"	2493	149	505
"NM_011920"	2493	457	2430
"NM_030696"	2493	213	1625
"NM_172631"	2493	563	1483
"NM_019929"	2493	88	420
"NM_007532"	2492	195	1355
"NM_010008"	2491	201	1706
"NM_031197"	2491	64	1635
"NM_008391"	2491	168	1217
"NM_173007"	2490	337	1254
"NM_145433"	2490	144	1106
"NM_019653"	2490	304	1569
"NM_019724"	2490	242	2065
"NM_146188"	2489	286	1137
"NM_008771"	2489	185	1384
"NM_181405"	2489	245	1729
"NM_183289"	2488	542	1285
"NM_009174"	2488	574	1551
"NM_139154"	2488	95	940
"NM_013853"	2488	54	1940
"NM_178086"	2488	64	1182
"NM_144548"	2488	121	2055
"NM_134040"	2488	56	2278
"NM_016878"	2488	304	1725
"NM_009518"	2487	663	1916
"NM_011894"	2487	77	1453
"NM_007616"	2487	81	617
"NM_030199"	2486	283	1782
"NM_172528"	2486	122	1453
"NM_020273"	2486	51	1739
"NM_009129"	2485	150	2003
"NM_010698"	2485	215	1336
"NM_031379"	2485	32	1819
"NM_001010941"	2485	509	1513
"NM_013482"	2485	137	2116
"NM_010913"	2484	174	1130
"NM_016795"	2484	43	1989
"NM_175138"	2483	199	2304
"NM_172708"	2483	66	1778
"NM_207301"	2483	59	583
"NM_007627"	2483	206	1567
"NM_019507"	2482	153	1745
"NM_029440"	2482	393	2321
"NM_008275"	2482	1	1020
"NM_172647"	2482	81	983
"NM_153788"	2482	202	2424
"NM_001038653"	2481	201	1613
"NM_022000"	2480	261	1022
"NM_007399"	2480	26	2275
"NM_001081959"	2480	196	2022
"NM_133849"	2480	84	1421
"NM_030179"	2480	139	2253
"NM_172988"	2479	298	2163
"NM_009832"	2479	121	1785
"NM_029926"	2479	115	1494
"NM_010574"	2479	85	1509
"NM_011863"	2479	34	1908
"NM_001083809"	2478	149	1921
"NM_008917"	2478	15	935
"NM_146051"	2477	81	353
"NM_011063"	2477	188	580
"NM_025911"	2477	204	1532
"NM_078478"	2476	111	1151
"NM_013731"	2476	321	1424
"NM_013481"	2476	49	2247
"NM_146096"	2475	289	1155
"NM_007426"	2475	274	1764
"NM_010009"	2475	248	1594
"NM_016722"	2475	4	1566
"NM_007549"	2475	421	1920
"NM_009470"	2475	194	2122
"NM_013807"	2474	89	2035
"NM_007805"	2474	51	803
"NM_025900"	2474	49	1191
"NM_010449"	2474	97	1107
"NM_016900"	2473	21	509
"NM_177614"	2472	8	1861
"NM_029804"	2471	25	2214
"NM_027727"	2471	265	2274
"NM_009873"	2470	56	1036
"NM_177716"	2470	773	1231
"NM_183096"	2469	392	1807
"NM_010902"	2469	234	2027
"NM_146114"	2469	69	2186
"NM_177353"	2469	81	2261
"NM_027305"	2468	171	1682
"NM_009668"	2468	191	1957
"NM_144797"	2468	200	1135
"NM_022722"	2468	106	1665
"NM_001083118"	2467	37	1449
"NM_144817"	2467	138	1571
"NM_027973"	2467	19	1251
"NM_175548"	2467	36	1061
"NM_026665"	2466	153	1655
"NM_008671"	2465	331	1713
"NM_181856"	2465	61	2229
"NM_145581"	2465	41	1750
"NM_010544"	2464	324	1673
"NM_177460"	2464	254	1222
"NM_007891"	2464	119	1411
"NM_008043"	2464	53	877
"NM_001008502"	2463	43	2169
"NM_172793"	2463	124	1734
"NM_021279"	2463	322	1434
"NM_146131"	2463	82	2265
"NM_008473"	2462	60	1973
"NM_016967"	2462	160	1131
"NM_009466"	2461	227	1708
"NM_183022"	2461	134	1753
"NM_010603"	2461	516	1799
"NM_011268"	2461	144	2171
"NM_011521"	2460	25	621
"NM_010729"	2460	311	2134
"NM_010703"	2460	1002	2195
"NM_029948"	2460	139	1530
"NM_133665"	2460	413	1936
"NM_021433"	2459	191	958
"NM_007431"	2459	183	1757
"NM_008621"	2458	124	1524
"NM_010916"	2458	450	851
"NM_010064"	2457	77	1915
"XM_976917"	2457	1	2046
"NM_016973"	2457	181	1182
"NM_177594"	2457	315	1952
"NM_010054"	2457	350	1348
"NM_008898"	2457	53	2089
"NM_011443"	2457	412	1371
"NM_026217"	2457	12	434
"NM_016742"	2456	50	1189
"NM_010444"	2456	112	1917
"NM_008343"	2456	134	1012
"NM_031167"	2456	125	604
"NM_009036"	2456	104	1651
"XM_975177"	2456	1	2046
"NM_010368"	2456	13	1959
"NM_009533"	2455	28	2226
"NM_153170"	2455	142	1578
"NM_145494"	2455	100	1869
"NM_001006674"	2454	134	1846
"NM_029862"	2454	39	554
"NM_013472"	2454	83	2104
"NM_133885"	2454	157	1833
"NM_011777"	2454	305	1999
"NM_146244"	2454	77	1711
"NM_022323"	2453	1239	2297
"NM_178891"	2453	28	1164
"NM_001025296"	2453	99	1094
"NM_013792"	2452	1	2220
"NM_206941"	2452	228	2141
"NM_008748"	2452	97	2088
"NM_026434"	2452	147	719
"NM_011642"	2451	409	2304
"NM_153100"	2451	106	1527
"NM_001083331"	2450	12	2273
"NM_172275"	2449	66	1796
"NM_008534"	2449	38	2002
"NM_172782"	2449	161	589
"NM_153559"	2449	69	1988
"NM_181418"	2449	149	2191
"NM_133748"	2449	205	882
"NM_023158"	2448	538	1278
"NM_011375"	2448	385	1548
"NM_016688"	2448	75	1523
"NM_011097"	2448	486	1433
"NM_011566"	2448	6	1403
"NM_008866"	2447	22	714
"NM_175116"	2447	707	1741
"NM_134093"	2447	31	1113
"NM_019567"	2447	122	1867
"NM_138755"	2446	270	1940
"NM_010218"	2446	205	1557
"NM_013873"	2446	156	1010
"NM_009511"	2445	53	1366
"NM_001042674"	2443	301	894
"NM_145425"	2443	115	2283
"NM_009982"	2443	69	1457
"NM_007505"	2443	284	1945
"NM_022983"	2443	185	1249
"NM_008198"	2443	112	2397
"NM_010473"	2443	159	2375
"NM_207678"	2442	40	1596
"NM_008965"	2442	134	1675
"NM_207176"	2442	139	1398
"NM_080557"	2442	6	1358
"NM_021436"	2442	278	1396
"NM_026556"	2441	272	541
"NM_027984"	2441	371	2281
"NM_175134"	2440	165	851
"NM_028142"	2439	101	1246
"NM_028878"	2439	63	1967
"NM_009048"	2439	1	2232
"NM_029090"	2439	195	923
"NM_172575"	2439	16	1767
"NM_021501"	2439	104	1627
"NM_172394"	2439	23	2251
"NM_019925"	2439	111	1259
"NM_021539"	2438	157	1371
"NM_181549"	2438	201	1634
"NM_021421"	2437	156	1790
"NM_024497"	2437	186	1880
"NM_053190"	2437	209	1411
"NM_015773"	2437	82	1605
"NM_008242"	2437	366	1736
"NM_016758"	2437	133	1776
"NM_146260"	2437	1162	1623
"NM_181423"	2436	9	2348
"NM_011829"	2436	106	1650
"NM_172565"	2436	55	2184
"NM_175027"	2436	326	2320
"NM_010311"	2435	703	1770
"NM_024242"	2435	168	1871
"NM_053114"	2434	259	1404
"NM_023475"	2434	143	1078
"NM_026251"	2434	479	2068
"NM_027008"	2434	10	714
"NM_173036"	2433	38	1666
"NM_001024717"	2433	272	1567
"NM_020584"	2433	78	938
"NM_010464"	2433	58	1044
"NM_028023"	2432	548	1261
"NM_028916"	2432	51	2303
"NM_010151"	2432	410	1672
"NM_007672"	2432	154	1521
"NM_028349"	2432	107	2071
"NM_011161"	2432	45	1139
"NM_016663"	2432	172	1935
"NM_022987"	2432	364	2232
"NM_001025261"	2432	73	816
"NM_011119"	2432	108	1292
"NM_028276"	2431	10	2313
"NM_025282"	2430	418	1716
"NM_145524"	2429	320	1084
"NM_009343"	2429	425	2104
"NM_011361"	2429	69	1364
"NM_010232"	2429	88	1689
"NM_175009"	2429	127	432
"NM_016787"	2429	247	1227
"NM_007762"	2428	191	1438
"NM_007886"	2428	127	1974
"NM_027149"	2427	81	1790
"NM_176933"	2427	120	1316
"NM_011791"	2427	23	1894
"NM_010758"	2427	151	1899
"NM_019437"	2427	229	696
"NM_153806"	2427	6	2282
"NM_023644"	2426	83	2236
"NM_133671"	2426	875	1795
"NM_016843"	2425	85	1512
"NM_133216"	2424	127	1998
"NM_001031808"	2423	235	642
"NM_009804"	2423	88	1671
"NM_008690"	2422	226	1320
"NM_028875"	2422	122	1171
"NM_011391"	2422	438	1892
"NM_027571"	2422	422	1465
"NM_029669"	2422	57	1130
"NM_011882"	2422	164	2371
"NM_018826"	2421	389	1843
"NM_009721"	2421	499	1413
"NM_170684"	2421	124	1797
"NM_027872"	2421	347	1729
"NM_146197"	2421	112	1839
"NM_019758"	2420	145	1056
"NM_009564"	2420	96	1517
"NM_001008796"	2419	631	1845
"NM_020274"	2419	206	1519
"NM_145478"	2419	475	1455
"NM_001081000"	2419	396	2237
"NM_028339"	2418	16	852
"NM_029573"	2418	7	1107
"NM_144855"	2418	187	1872
"NM_009598"	2418	1	2199
"NM_028584"	2416	66	1196
"NM_178141"	2416	81	464
"NM_181403"	2415	172	1230
"NM_021712"	2414	427	2019
"NM_009660"	2414	27	2018
"NM_023245"	2414	411	2066
"NM_139270"	2414	340	1980
"NM_009751"	2414	243	2234
"NM_172117"	2413	100	1467
"NM_177222"	2413	93	2285
"NM_179203"	2413	91	1866
"NM_181848"	2413	44	1798
"NM_030198"	2412	40	690
"NM_177385"	2412	139	1095
"NM_001080126"	2412	221	1663
"NM_029898"	2412	109	1989
"NM_183417"	2411	186	1226
"NM_001083921"	2410	371	1897
"NM_170591"	2410	110	1873
"NM_027590"	2410	67	2199
"NM_008893"	2410	278	2080
"NM_172778"	2410	91	1653
"NM_019912"	2410	387	830
"NM_172854"	2409	98	2143
"NM_001025156"	2409	150	2039
"NM_178162"	2409	39	1478
"NM_033270"	2409	222	1040
"NM_013528"	2408	150	2195
"NM_178708"	2408	534	1733
"NM_019497"	2408	575	2299
"NM_028301"	2408	69	2036
"NM_011050"	2407	291	1700
"NM_025825"	2407	312	2069
"NM_028031"	2407	109	1977
"NM_172923"	2407	149	1765
"NM_139234"	2406	373	1887
"NM_130890"	2406	51	2162
"NM_011504"	2406	35	1813
"NM_017377"	2406	463	1572
"NM_008902"	2405	10	1374
"NM_010273"	2405	142	1485
"NM_023284"	2405	159	1550
"NM_010448"	2404	239	1096
"NM_029702"	2404	158	763
"NM_133794"	2404	10	2337
"NM_025938"	2403	163	531
"NM_019782"	2403	43	2289
"NM_177625"	2403	31	588
"NM_175006"	2403	126	2201
"NM_133643"	2402	501	1127
"NM_013863"	2402	88	1821
"NM_001025310"	2402	228	1127
"NM_019661"	2402	70	666
"NM_018863"	2400	204	950
"NM_007968"	2400	57	2024
"NM_025888"	2400	148	1407
"NM_146008"	2400	218	1771
"NM_010849"	2399	582	1946
"NM_010225"	2399	302	1642
"NM_026842"	2399	151	669
"NM_172287"	2399	53	2209
"NM_008450"	2398	196	1824
"NM_009859"	2398	72	1385
"NM_028186"	2398	186	1571
"NM_008202"	2398	433	1863
"NM_133654"	2398	62	1210
"NM_023041"	2397	8	907
"NM_053074"	2397	141	1721
"NM_008568"	2396	107	2266
"NM_008080"	2395	297	1898
"NM_021529"	2395	231	1592
"NM_030066"	2395	537	1907
"NM_025961"	2395	43	1314
"NM_025939"	2394	410	1687
"NM_013460"	2394	118	1806
"NM_025991"	2393	154	1710
"NM_026485"	2393	114	1244
"NM_016768"	2393	117	1421
"NM_001001176"	2393	5	754
"NM_177907"	2393	511	879
"NM_026267"	2393	13	840
"NM_011984"	2393	120	1190
"NM_145700"	2392	793	1845
"NM_008068"	2392	241	1572
"NM_008066"	2392	292	1647
"NM_009146"	2392	129	1907
"NM_009840"	2391	82	1728
"NM_011079"	2391	188	1354
"NM_145964"	2391	268	1164
"NM_001024512"	2391	127	1863
"NM_016909"	2391	201	1073
"NM_027931"	2391	25	2196
"NM_007542"	2390	143	1252
"NM_180678"	2390	42	2231
"NM_007467"	2389	94	2058
"NM_033570"	2389	90	2024
"NM_013681"	2389	181	1620
"NM_177360"	2389	263	1693
"NM_178644"	2388	244	1092
"NM_028223"	2387	117	1616
"NM_153121"	2387	708	1388
"NM_010282"	2387	220	1122
"NM_026658"	2387	78	2087
"NM_008927"	2387	314	1495
"NM_027896"	2386	386	2077
"NM_080849"	2386	61	2157
"NM_001038654"	2386	106	1518
"NM_144895"	2385	81	2096
"NM_021028"	2385	4	816
"NM_177815"	2384	39	1664
"NM_023423"	2383	136	711
"NM_016690"	2382	73	978
"NM_178061"	2382	418	1068
"NM_019805"	2381	98	1795
"NM_031259"	2381	93	2150
"NM_025680"	2381	69	1760
"NM_010750"	2381	472	1551
"NM_175419"	2381	230	2056
"NM_025994"	2381	54	776
"NM_022428"	2380	634	1953
"NM_146033"	2380	168	1490
"NM_001005343"	2380	156	1610
"NM_030176"	2380	90	1370
"NM_019696"	2379	69	2237
"NM_031878"	2379	114	1484
"NM_172641"	2378	77	1501
"NM_008230"	2378	97	2085
"NM_029842"	2378	126	1370
"NM_178906"	2377	391	1035
"NM_008125"	2377	232	912
"NM_172539"	2377	256	1500
"NM_001081458"	2377	121	1479
"NM_029988"	2376	52	618
"NM_175097"	2376	251	1921
"NM_025475"	2375	18	722
"NM_182782"	2375	161	1930
"NM_028351"	2375	498	1331
"NM_024225"	2375	105	1319
"NM_025682"	2375	158	1729
"NM_025618"	2375	131	682
"NM_026345"	2374	371	1615
"NM_144833"	2373	193	1629
"NM_178622"	2373	121	1107
"NM_010425"	2373	327	1736
"NM_175225"	2373	343	1605
"NM_021517"	2373	34	1593
"NM_001077514"	2373	603	2321
"NM_178915"	2373	113	814
"NM_001080999"	2372	349	2190
"NM_007515"	2371	274	2130
"NM_009743"	2371	193	894
"NM_013469"	2370	135	1646
"NM_030733"	2370	415	1692
"NM_177577"	2370	268	1374
"NM_021305"	2369	91	1521
"NM_133241"	2369	43	1191
"NM_009922"	2368	76	969
"NM_028287"	2367	217	1917
"NM_026880"	2367	78	1820
"NM_145222"	2367	77	1270
"NM_178283"	2366	58	894
"NM_025887"	2366	468	1115
"NM_010930"	2366	45	1109
"NM_178224"	2366	177	1820
"XM_001477295"	2366	287	2038
"NM_145947"	2366	110	2080
"NM_019868"	2365	219	1568
"NM_134071"	2365	628	1893
"NM_018776"	2365	55	1383
"NM_007857"	2364	269	1459
"NM_010165"	2364	249	1847
"NM_028755"	2363	270	536
"NM_134002"	2363	355	1683
"NM_001039061"	2363	499	2313
"NM_027921"	2363	238	1776
"NM_010818"	2363	187	1023
"NM_001025262"	2363	73	747
"NM_134065"	2362	242	916
"NM_027123"	2362	127	2112
"NM_133728"	2362	393	2276
"NM_145591"	2362	107	1510
"NM_009305"	2362	1	927
"NM_025866"	2361	73	1221
"NM_012047"	2361	211	2166
"NM_028292"	2361	74	1234
"NM_172675"	2361	156	977
"NM_023044"	2361	486	2222
"NM_027905"	2360	3	2006
"NM_009752"	2360	74	2017
"NM_026032"	2360	82	483
"NM_172625"	2360	19	594
"NM_146066"	2359	147	1910
"NM_009907"	2359	176	1492
"NM_054071"	2359	189	1778
"NM_013908"	2359	133	1854
"NM_028604"	2359	89	1471
"NM_080857"	2359	56	892
"NM_015752"	2359	186	1643
"NM_031164"	2358	23	2029
"NM_145467"	2358	137	1621
"NM_023275"	2358	512	1156
"NM_021322"	2358	3	1244
"NM_199198"	2357	180	2180
"NM_001039201"	2357	121	900
"NM_001083897"	2356	149	961
"NM_010211"	2356	166	1008
"NM_001025584"	2356	529	1773
"NM_001025391"	2356	186	1640
"NM_025861"	2356	610	1425
"NM_153778"	2355	414	1382
"NM_027865"	2354	61	1158
"NM_023907"	2354	67	1185
"NM_207234"	2354	69	1367
"NM_025773"	2354	36	491
"NM_178085"	2351	293	1399
"NM_011421"	2351	119	2002
"NM_053069"	2351	286	1113
