Accession	TotLen	CDSFrst	CDSLast
NM_014231	2748	147	503
NM_006656	2748	157	1542
NM_012400	2747	18	455
NM_001094	2747	275	1813
NM_017947	2747	24	2690
NM_022830	2747	60	2684
NM_001001991	2747	44	2206
NM_022063	2746	247	948
NM_003955	2746	417	1094
NM_002523	2746	166	1461
NM_174978	2746	96	1859
NM_015475	2745	75	1631
XM_001722700	2745	1	126
NM_003173	2745	46	1284
NM_053276	2745	222	2303
NM_030916	2744	257	1789
NM_145032	2744	428	2635
NM_001098	2744	23	2365
NM_207428	2744	216	581
NM_004194	2744	80	2659
NM_006961	2743	270	1646
NM_001011545	2743	145	2016
NM_018075	2743	172	2154
XM_001719571	2743	272	1054
XM_001714693	2742	1	1368
NM_145004	2742	246	2609
NM_030928	2742	55	1695
NM_013399	2742	219	845
NM_016150	2742	490	2253
NM_001002258	2741	271	699
NM_001039348	2741	136	1617
NM_015442	2741	256	2490
NM_018712	2741	148	1152
NM_005112	2740	284	1684
NM_022436	2740	141	2096
NM_000199	2740	13	1521
NM_013272	2740	194	2326
XM_001724204	2738	235	558
NM_003940	2738	95	2686
NM_024667	2738	104	961
XM_001718963	2738	2081	2584
NM_005641	2737	537	2570
NM_025079	2737	151	1950
NM_021008	2737	694	2391
NM_004339	2737	211	753
NM_022819	2737	99	734
NM_023947	2736	93	1274
NM_003684	2736	165	1562
NM_024828	2735	13	1098
NM_001034914	2735	1	693
NM_013366	2733	74	2542
NM_018936	2733	139	2535
NM_003654	2733	672	1907
NM_001277	2733	215	1588
XM_930101	2733	1	486
NM_000301	2732	55	2487
NM_001895	2732	277	1452
NM_005381	2732	142	2274
NM_022087	2732	231	2057
NM_001024680	2732	409	876
NM_173644	2732	307	687
NM_001080498	2732	49	747
NM_003828	2732	136	2133
NM_001023560	2732	627	1604
NM_031415	2731	883	2409
NM_003950	2731	176	1333
XM_001724775	2731	127	1155
NM_002466	2731	216	2318
NM_013362	2731	244	2364
NM_032829	2731	167	1525
NM_024688	2730	474	2360
NM_002396	2730	257	2011
NM_152735	2730	269	1690
NM_001001740	2729	257	2380
NM_001033714	2729	181	2607
NM_002202	2729	549	1598
NM_152666	2729	511	1845
NM_005721	2728	321	1577
NM_003344	2728	395	946
NM_002408	2728	499	1842
NM_080672	2728	468	2147
NM_001978	2727	451	1668
NM_012091	2727	103	1611
NM_018110	2727	293	1273
NM_024032	2727	186	2129
NM_152731	2727	587	1426
NM_024725	2726	203	1837
NM_001014445	2726	1040	1621
XM_001726163	2725	1511	1801
NM_152371	2725	77	673
NM_014570	2725	113	1663
NM_152512	2725	252	2075
NM_015516	2725	173	1234
NM_016019	2725	375	1553
NM_005967	2725	379	1956
NM_001085476	2725	593	1846
NM_138447	2724	321	1823
NM_203434	2724	210	1424
NM_032123	2724	213	2114
NM_201546	2723	849	2198
XM_001715744	2723	1	837
NM_001018009	2723	574	1470
NM_012329	2723	286	1002
NM_015584	2723	133	1239
NM_198557	2723	138	1211
NM_020836	2723	73	1854
NM_033309	2722	322	1530
NM_152611	2722	207	2429
NM_002427	2722	29	1444
NM_001029871	2722	98	802
NM_001004329	2722	173	1192
NM_022073	2722	327	1046
NM_015865	2722	169	1338
NM_005865	2722	13	1557
NM_001040647	2721	146	493
NM_025163	2721	148	1887
NM_144669	2721	47	847
NM_014256	2720	148	1266
NM_198277	2720	33	1550
NM_024818	2720	237	1451
NM_016598	2720	215	1198
NM_080604	2720	379	2022
NM_001031689	2719	108	2495
NM_000177	2719	62	2410
NM_018356	2719	115	1443
NM_198474	2719	353	1561
NM_203403	2718	704	1390
XM_001720829	2718	2498	2596
NM_018339	2718	337	825
NM_006763	2718	72	548
NM_153480	2717	106	2109
NM_004375	2717	48	878
NM_015433	2717	126	806
NM_001013836	2717	267	2423
NM_004792	2717	221	2485
NM_139170	2716	463	2025
NM_033409	2716	340	1749
NM_001048197	2716	363	1628
NM_030941	2716	198	2522
NM_014008	2715	157	2040
NM_021180	2715	47	1870
NM_003339	2715	627	1070
NM_145214	2715	256	1662
NM_001102594	2715	437	2305
NM_020895	2715	148	2322
NM_001734	2714	236	2302
NM_000097	2714	94	1458
NM_000725	2714	202	1656
NM_021932	2714	326	1939
NM_015975	2714	72	827
NM_152743	2713	43	2508
NM_032174	2713	230	1156
NM_022567	2713	457	1902
NM_030924	2712	243	2243
XM_001715728	2712	1	2712
NM_019844	2712	127	2235
NM_024017	2711	205	957
NM_006576	2711	30	2489
NM_017966	2711	61	1128
NM_016028	2711	257	1438
NM_173362	2711	1391	1864
NM_003818	2711	258	1595
NM_021161	2710	453	2069
NM_004362	2710	102	1934
NM_006244	2710	586	2079
NM_001015508	2709	934	1902
NM_032905	2709	169	1374
NM_018553	2708	165	1187
NM_014282	2708	149	1390
NM_033419	2708	44	1006
NM_138697	2707	1	2526
NM_030906	2707	524	2068
NM_006225	2707	122	2392
NM_005086	2707	85	816
NM_080928	2706	43	1809
NM_004939	2706	289	2511
NM_032256	2706	67	1611
NM_001080407	2706	1	2085
XM_001722895	2706	336	713
XM_001714233	2706	1	2706
XM_001713945	2706	1	2706
NM_001029998	2705	217	1239
XM_001715367	2705	1009	1551
NM_007363	2705	172	1587
NM_138363	2705	59	2524
NM_001031665	2705	302	2257
NM_006494	2705	159	1805
NM_001005372	2705	613	1341
NM_005147	2704	2	1444
NM_001753	2704	279	815
NM_182500	2704	289	777
NM_175922	2704	242	1129
NM_022104	2703	315	2429
NM_006472	2703	222	1397
NM_152354	2703	88	1860
NM_005468	2703	17	2239
NM_001289	2702	251	994
NM_001802	2702	309	1673
NM_152603	2702	183	2033
NM_032019	2702	354	2363
XM_001134414	2702	292	762
NM_013274	2702	379	2106
NM_052854	2702	436	1995
NM_007127	2702	25	2508
NM_032109	2702	149	1126
NM_032226	2701	174	1805
NM_005530	2701	28	1128
XM_001720993	2701	1	486
NM_001032283	2701	238	1602
NM_006539	2701	1201	2148
NM_013367	2701	130	2556
NM_015344	2701	85	480
NM_015474	2701	131	2011
NM_018388	2701	80	1144
NM_152341	2701	335	1156
NM_144648	2700	17	2494
NM_001011703	2700	82	747
NM_006019	2700	109	2601
NM_007354	2700	968	1417
NM_006426	2699	149	1867
XM_001719443	2699	1824	2093
NM_002135	2699	315	2111
NM_007232	2699	299	1636
NM_012125	2699	315	1913
NM_015232	2699	413	2692
NM_181645	2698	101	1915
NM_138385	2698	521	1219
NM_004292	2698	128	2479
NM_007129	2698	1	1599
NM_001010877	2698	514	2514
NM_003052	2697	102	2021
NM_000119	2697	460	2625
NM_003593	2697	30	1976
NM_005582	2697	143	2128
NM_005282	2696	594	1682
NM_080664	2696	82	588
NM_001042417	2696	106	1317
NM_001082575	2696	203	1141
NM_000349	2695	265	1122
NM_017586	2695	59	577
NM_001077239	2695	47	2158
NM_004456	2695	167	2422
NM_001081455	2694	479	1495
NM_001035511	2694	31	483
NM_005020	2694	177	2081
NM_005700	2694	63	2276
NM_032213	2693	260	1435
NM_014338	2693	431	1558
NM_004980	2693	481	2448
NM_020710	2693	29	1780
NM_001037535	2693	459	1085
NM_024785	2693	227	1045
NM_001024372	2692	206	370
NM_001006636	2692	280	1656
NM_030895	2692	373	1497
NM_005989	2692	70	1050
NM_018698	2692	103	696
NM_001098510	2691	165	1502
NM_175064	2691	137	1147
NM_014637	2691	127	1128
NM_000358	2691	48	2099
XM_001715630	2691	1	2691
NM_153264	2691	189	1886
NM_016312	2690	162	2087
NM_144575	2690	177	2186
NM_001017919	2690	197	1327
NM_002697	2689	163	2394
NM_004694	2689	189	1760
NM_001024666	2689	79	1965
NM_001039891	2689	212	1957
NM_004346	2689	264	1097
XM_001716755	2689	1	474
NM_007072	2689	415	1659
NM_002730	2689	201	1256
NM_001042600	2688	109	2574
NM_024539	2688	166	1374
NM_172193	2688	29	1249
NM_002591	2688	164	2032
NM_021994	2687	130	1482
NM_001012706	2686	1722	2045
NM_022737	2686	338	1369
NM_175900	2686	110	784
NM_153229	2685	31	510
NM_006559	2685	107	1438
NM_002648	2684	364	1305
NM_018126	2684	334	1077
NM_005595	2684	172	1668
NM_014672	2684	361	2112
NM_207370	2684	261	2090
NM_033118	2683	1	1791
NM_133465	2683	176	2326
NM_001039670	2683	35	1726
NM_005168	2683	157	891
NM_017785	2683	280	2097
NM_020196	2682	27	2594
NM_001033564	2682	426	668
NM_001232	2682	245	1444
NM_001013438	2682	23	1642
NM_005499	2682	71	1993
NM_213604	2682	276	1691
NM_015511	2682	307	1461
NM_032718	2682	45	1469
NM_017593	2681	167	2155
NM_170776	2681	90	1739
NM_032518	2681	532	2460
XM_001713985	2681	1	2337
NM_033200	2680	170	2218
NM_004538	2680	306	1826
NM_000277	2680	473	1831
NM_032409	2680	95	1840
XM_001719499	2679	1	2679
NM_022437	2679	91	2112
NM_004993	2678	59	1144
XM_001715030	2678	1	528
NM_002163	2678	58	1338
NM_006959	2678	232	2220
NM_018848	2678	888	2600
NM_001013660	2678	603	2483
NM_006557	2678	220	900
NM_024491	2678	199	1992
NM_152405	2677	16	2154
NM_018210	2677	15	1187
NM_024713	2676	87	1001
NM_001850	2676	246	2480
NM_080670	2676	729	1703
NM_003198	2676	33	2351
NM_001010879	2676	98	1561
NM_022130	2676	286	1182
NM_178561	2675	93	2426
NM_024747	2674	86	2413
NM_016264	2674	206	2053
NM_014669	2674	32	2491
NM_017573	2674	63	2330
NM_003445	2673	206	1822
NM_134424	2673	115	1371
NM_004183	2673	105	1862
NM_004114	2673	660	1397
NM_021181	2672	16	1023
NM_178824	2672	307	2400
NM_152327	2672	45	2216
NM_003177	2672	148	2055
NM_198476	2672	438	1079
NM_012259	2672	192	1205
NM_198999	2671	237	2471
NM_016210	2671	541	1029
NM_024026	2671	491	799
NM_004823	2671	111	1052
NM_003427	2671	206	1918
NM_001894	2670	112	1362
NM_198493	2670	62	862
XM_001715809	2670	1	2670
NM_020135	2670	192	2189
NM_003338	2669	224	667
NM_001080443	2669	102	2669
NM_138402	2668	92	1834
NM_003853	2668	485	2284
NM_001010927	2668	186	2066
NM_013249	2668	304	2124
NM_003447	2668	1085	2542
NM_033518	2667	844	2262
NM_005999	2667	159	1031
NM_016216	2667	137	1771
NM_001099435	2667	137	1150
NM_015527	2666	223	1824
NM_152742	2666	169	1908
NM_021131	2666	198	1169
NM_006029	2666	787	1848
NM_033063	2666	66	2507
NM_000678	2666	56	1774
NM_005592	2666	47	2656
NM_000668	2666	71	1198
NM_001360	2665	274	1701
NM_001005332	2665	96	2432
NM_033055	2664	1	1473
NM_003275	2664	35	1114
NM_002155	2664	414	2345
NM_003420	2664	222	1805
NM_003462	2663	11	853
NM_001105214	2662	404	2008
NM_133450	2662	296	2266
NM_182502	2662	134	1384
NM_014065	2662	443	2482
NM_018935	2661	1	2364
NM_005886	2661	375	2342
NM_145043	2661	591	1589
NM_000695	2660	440	1597
NM_003612	2660	18	2018
NM_173587	2659	389	1960
NM_025049	2659	67	1992
NM_004733	2659	382	2031
NM_004475	2659	124	1410
NM_019043	2659	322	2322
NM_001001438	2658	33	2231
NM_018120	2657	236	1084
NM_017895	2657	10	2400
NM_014427	2657	131	2032
NM_153756	2657	226	639
XM_001134208	2657	54	842
NM_024635	2657	138	2315
NM_030622	2657	56	1570
NM_002248	2657	311	1942
NM_001464	2657	76	2283
NM_016290	2656	168	2327
NM_017797	2656	1	1578
NM_014262	2656	35	2245
XM_001723255	2656	1	1806
NM_001105516	2655	166	1809
NM_003655	2655	164	1846
NM_021198	2655	337	1122
NM_001652	2654	338	1186
NM_006671	2654	129	1811
NM_003558	2654	306	1928
NM_000235	2654	169	1368
NM_005479	2653	190	1029
NM_001164	2653	101	2233
XM_001725704	2653	289	1443
NM_005523	2653	73	1014
XM_001720512	2653	792	1076
NM_017677	2653	69	2183
NM_033035	2652	200	679
NM_001006624	2652	228	590
XM_001714658	2652	1	852
NM_152517	2652	34	2031
NM_000908	2651	219	1841
NM_001082972	2651	99	2171
NM_032836	2651	91	1581
NM_016065	2651	212	625
NM_001098204	2650	365	1612
NM_002037	2650	580	2193
NM_025189	2649	111	1823
NM_004629	2649	493	2361
NM_000824	2649	142	1635
NM_004645	2649	32	1762
NM_032484	2649	442	2034
NM_024706	2649	548	2407
NM_015989	2648	316	1797
NM_002538	2648	437	2005
NM_018951	2648	82	1263
NM_005453	2647	135	2039
NM_153260	2647	369	1088
NM_013354	2646	300	1157
NM_145278	2646	46	453
NM_005398	2646	133	1086
NM_006329	2646	463	1809
NM_007358	2646	242	2023
NM_024769	2645	360	1481
NM_033439	2644	18	830
NM_005243	2644	310	2280
NM_000671	2644	81	1205
NM_018235	2643	163	1590
NM_003443	2643	127	2538
NM_023080	2643	53	742
NM_006191	2643	420	1604
NM_000795	2643	166	1497
NM_001039130	2643	117	2060
NM_025257	2643	67	2199
NM_002715	2643	399	1328
NM_018216	2642	10	2331
NM_001013622	2642	199	1395
NM_001083600	2642	197	925
NM_016282	2642	141	824
NM_001012320	2642	241	1440
NM_001715	2642	582	2099
NM_002500	2641	237	1307
NM_021939	2641	87	1835
NM_018119	2640	157	2283
NM_178026	2640	44	2032
NM_022827	2640	9	2417
XM_001129099	2640	1	2640
NM_000546	2640	252	1433
NM_002999	2640	41	637
NM_001018116	2640	91	1185
NM_018668	2639	355	2208
NM_144999	2639	241	2253
NM_032838	2639	83	1339
NM_001012753	2639	156	1349
NM_004235	2639	330	1742
NM_006774	2639	17	808
NM_020936	2638	25	1827
NM_212554	2638	38	913
NM_018349	2637	1	2637
XM_001715140	2637	1	1983
NM_014496	2637	78	2315
NM_019080	2636	53	1063
NM_032730	2636	478	1668
NM_013267	2636	280	2088
NM_005815	2635	98	2113
NM_001040101	2635	415	972
NM_152725	2635	221	2185
NM_018131	2635	285	1679
NM_001099436	2635	107	1525
NM_133466	2635	236	1834
NM_005797	2634	142	789
XM_001720804	2633	16	660
NM_004205	2633	225	2042
NM_006462	2633	675	2081
NM_018294	2633	88	1704
NM_005067	2632	628	1602
NM_001029976	2632	188	2236
NM_198076	2632	379	735
NM_014322	2632	146	1354
NM_174937	2632	87	1847
NM_020214	2631	460	2352
NM_024119	2631	224	2260
NM_003337	2631	418	876
NM_015084	2631	6	1250
NM_012443	2630	143	1672
NM_001037814	2630	109	1833
NM_006963	2630	595	1269
NM_015649	2630	345	2099
NM_001082959	2630	254	1774
NM_207446	2630	143	622
NM_005788	2630	191	1786
NM_014276	2630	73	1626
NM_053054	2630	135	2477
NM_031905	2629	393	1424
NM_024095	2629	170	1036
NM_002627	2628	37	2391
NM_001040451	2628	309	2111
NM_178173	2628	418	2172
NM_014326	2628	32	1144
NM_017653	2628	366	2375
NM_022916	2628	114	1904
NM_052938	2627	65	1354
NM_013305	2627	569	1699
NM_153329	2627	77	2485
NM_014999	2627	253	930
NM_021168	2627	117	962
NM_052882	2627	387	1805
NM_001100818	2626	299	952
NM_005495	2626	109	1602
NM_003218	2626	16	1275
XM_001714398	2626	1	1173
NM_018358	2626	134	2263
NM_030899	2626	754	1383
NM_000883	2625	82	1881
NM_020307	2625	600	2180
NM_024944	2625	392	1213
NM_182922	2625	163	2205
NM_001031855	2625	32	2311
NM_017993	2624	271	2202
NM_001077351	2624	200	1519
NM_005552	2624	309	1991
NM_020418	2623	722	1996
NM_024786	2623	385	1623
NM_001032372	2623	181	2592
NM_001099680	2622	736	1524
NM_004381	2622	34	2145
NM_001042575	2622	719	2437
NM_212551	2622	602	1285
NM_001100176	2622	172	2325
NM_007144	2622	244	1278
NM_001100603	2621	162	722
NM_001025109	2621	259	1416
NM_152440	2620	60	1397
NM_033529	2620	109	2421
NM_173483	2620	168	1763
NM_022773	2620	5	1708
NM_003422	2620	244	2448
NM_006455	2619	285	1598
NM_007207	2619	183	1631
NM_022733	2618	66	1355
NM_144703	2618	207	1364
NM_006453	2618	103	2529
NM_006700	2618	55	1803
NM_001099402	2618	131	1873
XM_001723798	2618	6	1856
NM_139118	2617	25	2415
NM_032515	2617	247	885
XM_001128282	2617	522	2348
XM_001720547	2616	204	1769
XM_001715908	2616	1	2616
NM_017931	2616	77	1486
NM_003245	2616	36	2117
NM_001048218	2616	78	2453
NM_032499	2616	274	825
NM_001082967	2615	118	516
NM_005859	2614	60	1028
NM_182947	2614	461	2203
NM_006642	2614	157	2298
NM_024293	2614	122	1753
NM_005220	2613	227	1090
NM_017549	2613	20	1054
NM_005378	2613	301	1695
NM_005841	2612	323	1282
XM_001714557	2612	1	2334
NM_012247	2612	360	1538
NM_003817	2612	114	2378
NM_000898	2611	177	1739
NM_018188	2611	95	1999
NM_001018108	2611	99	278
NM_006987	2610	287	1234
NM_007051	2610	454	2406
NM_000465	2610	136	2469
NM_080826	2610	7	1401
NM_000286	2609	548	1627
NM_032816	2609	90	2441
NM_000063	2609	37	2295
NM_004281	2608	307	2034
NM_014591	2608	353	1210
NM_000329	2608	55	1656
NM_018268	2608	288	1667
NM_000149	2607	639	1724
NM_145251	2607	262	933
NM_018190	2606	175	2193
NM_145239	2606	302	1324
NM_024626	2605	73	921
NM_001227	2605	313	1224
NM_152783	2604	174	1739
NM_032352	2604	127	1098
NM_033119	2604	225	1637
NM_001002265	2604	844	1719
NM_001099437	2604	379	2253
NM_016563	2603	216	1016
XM_001126216	2603	1	1176
NM_153208	2603	700	1563
NM_006798	2603	64	1647
NM_006566	2603	209	1219
NM_000499	2602	123	1661
NM_021009	2602	449	2506
NM_032775	2602	110	2014
NM_030801	2602	175	2400
NM_001482	2602	330	1601
NM_001378	2602	166	2082
NM_000903	2601	192	1016
XM_001128758	2601	110	784
NM_002333	2601	227	2539
NM_001080850	2600	91	2442
NM_002381	2600	64	1524
NM_001158	2600	36	2225
NM_002099	2600	57	509
NM_005249	2600	200	1669
NM_178858	2599	167	1135
NM_181715	2598	71	2152
NM_004479	2598	1020	2048
XM_001714355	2597	1	993
NM_000336	2597	177	2099
NM_000478	2596	258	1832
NM_182509	2596	24	902
NM_012402	2596	138	1163
NM_000918	2596	198	1724
NM_014397	2596	146	1087
NM_019613	2596	196	1230
NM_004120	2595	272	2047
NM_080473	2595	63	1256
XM_001719625	2595	1	2595
NM_003082	2594	13	1119
NM_032812	2594	638	2227
NM_153354	2594	126	1589
XM_001723852	2594	719	1096
NM_015189	2594	139	2574
NM_152400	2594	60	458
NM_014650	2593	319	2277
NM_000414	2593	49	2259
NM_152682	2593	227	793
NM_015715	2593	130	1659
NM_019120	2592	187	2592
NM_178819	2592	928	2298
NM_018957	2592	112	2217
NM_006506	2592	1	2550
NM_016133	2592	207	884
NM_003908	2592	170	1171
NM_000085	2592	137	2200
NM_006811	2592	135	1556
NM_000860	2592	10	810
NM_003403	2592	481	1725
NM_002908	2592	225	2084
NM_000061	2591	164	2143
NM_016138	2591	61	714
XM_001725779	2591	1759	2184
NM_144994	2591	30	947
NM_001039752	2591	209	1834
NM_013322	2591	216	821
NM_001077594	2591	77	2245
NM_080385	2591	1132	2442
NM_000675	2590	460	1698
NM_002246	2590	126	1310
NM_002713	2590	981	1364
NM_017546	2590	50	1582
XM_001716843	2589	1	2589
NM_001032363	2589	74	310
NM_001085487	2589	24	2510
NM_013284	2589	46	1530
NM_014424	2589	494	1006
NM_013351	2589	212	1819
NM_020389	2589	1	2589
NM_005638	2588	115	777
NM_000404	2588	118	2151
NM_003821	2588	315	1937
NM_130808	2587	436	2109
NM_152571	2587	955	1566
NM_001018057	2587	58	1110
NM_181724	2586	54	905
XM_001715677	2586	1	2157
NM_032607	2586	117	1502
NM_145175	2586	243	1121
NM_002094	2585	647	2146
NM_006020	2585	10	1179
NM_006062	2585	30	1286
NM_053044	2585	205	1566
NM_152757	2585	492	896
NM_014573	2585	146	676
NM_001004127	2585	6	1484
NM_001102397	2585	297	1895
NM_003927	2584	230	1465
NM_173542	2584	29	1798
NM_004174	2584	11	2515
NM_001004128	2583	76	1890
NM_006054	2583	188	898
NM_015322	2583	616	2499
NM_145025	2583	83	1348
NM_013320	2583	13	2391
NM_178549	2583	346	1923
NM_024505	2582	302	2545
NM_024746	2582	59	2233
NM_001017973	2582	565	2166
NM_001007792	2581	81	2363
NM_004556	2581	26	1528
NM_016045	2581	117	701
NM_017706	2580	115	1266
NM_021080	2580	675	2342
NM_080725	2580	62	475
XM_001715925	2580	1	2580
NM_003260	2579	121	2352
NM_012338	2579	375	1292
NM_018048	2579	53	499
NM_001451	2579	44	1183
NM_001039468	2579	85	2259
NM_005829	2578	22	603
NM_006330	2578	195	887
NM_014268	2578	113	1096
NM_012289	2577	157	2031
NM_207467	2577	358	762
NM_017734	2577	282	1937
NM_178836	2577	33	791
NM_020404	2576	18	2291
NM_002272	2576	272	2056
NM_153033	2576	108	977
NM_024045	2575	108	2321
NM_003011	2575	2	835
NM_152486	2575	81	2126
NM_001013732	2575	86	2575
NM_005308	2575	234	2006
NM_032270	2575	124	2535
NM_005434	2575	280	741
NM_153266	2574	144	1550
NM_003239	2574	254	1492
NM_001710	2574	227	2521
XM_001716046	2574	1	2574
NM_080617	2573	786	1391
NM_004424	2573	49	2403
NM_001040614	2573	292	2565
NM_030764	2573	47	1573
NM_001006616	2573	230	1030
NM_024573	2572	260	1585
NM_199351	2572	57	1976
NM_153000	2572	354	1898
NM_001001563	2572	134	1504
NM_006841	2572	142	1656
XM_001718025	2572	1	1551
NM_006733	2571	271	2541
NM_018109	2571	44	1792
NM_024411	2571	226	990
NM_033128	2571	277	1683
NM_145000	2570	487	1884
NM_139162	2570	191	1555
NM_207334	2569	536	1525
NM_145212	2569	163	648
NM_033208	2569	787	2436
NM_014411	2569	186	518
NM_003348	2568	367	825
NM_006739	2568	95	2299
NM_170607	2568	66	962
NM_018394	2568	11	931
NM_032840	2568	22	1350
NM_000698	2568	100	2124
NM_001240	2568	324	2504
NM_015650	2568	219	2294
NM_003249	2568	156	2225
NM_003794	2567	43	1395
NM_007355	2567	85	2259
NM_004427	2566	353	1324
NM_173660	2566	71	1585
NM_080625	2566	6	1307
NM_152478	2566	194	1903
NM_152262	2566	129	1628
NM_001100592	2565	952	1593
NM_013244	2565	585	2021
NM_198532	2565	95	1516
NM_181845	2565	269	2308
NM_021922	2565	186	1796
NM_021267	2565	73	1125
NM_012180	2564	851	1810
NM_017643	2564	169	1401
NM_017790	2564	75	1883
NM_000456	2564	327	1964
NM_001035260	2564	127	882
NM_005969	2564	142	1269
NM_001002877	2563	205	2256
NM_015604	2563	176	1663
NM_001100118	2563	324	1364
NM_015509	2563	56	883
NM_018275	2563	181	1923
NM_000420	2562	211	2409
NM_003647	2562	88	1791
NM_182603	2562	423	1592
NM_005522	2561	95	1102
NM_024637	2561	394	1854
NM_017561	2561	22	2292
NM_001037735	2561	706	2307
NM_173491	2561	5	1087
NM_001077525	2561	125	2077
NM_001014986	2560	262	2421
NM_152707	2560	453	1451
NM_198317	2560	108	2036
NM_005561	2560	282	1535
XM_001132797	2560	1	2295
NM_021963	2559	357	1739
NM_003926	2559	23	898
NM_007250	2559	862	1941
NM_152228	2559	1	2559
NM_006285	2559	337	2217
NM_133637	2559	427	2226
NM_138804	2558	118	1710
NM_003758	2558	128	904
XM_001717967	2558	1	486
NM_005443	2558	85	1959
NM_001492	2558	1395	2513
NM_006478	2557	195	2240
NM_002542	2557	1267	2304
NM_002639	2557	68	1195
NM_001017956	2556	60	1898
NM_178827	2556	98	2473
NM_030927	2556	79	891
NM_032806	2556	344	2086
NM_016142	2556	236	1174
NM_020912	2555	364	2475
NM_005649	2555	199	2016
NM_145177	2555	10	1002
NM_002393	2554	163	1635
NM_022834	2554	221	1558
NM_053282	2553	123	521
NM_005968	2553	81	2273
NM_025104	2553	214	726
NM_006672	2553	100	1740
NM_144976	2553	172	1833
NM_001042704	2553	81	2141
NM_020166	2551	138	2315
NM_017851	2551	255	1226
NM_002096	2551	286	1839
NM_198463	2551	410	2101
NM_005527	2550	184	2109
NM_003006	2550	161	1369
NM_018414	2550	175	1977
NM_013247	2550	603	1979
NM_198514	2550	213	2393
NM_004779	2550	252	1130
NM_023007	2550	1	1392
NM_019041	2549	28	1170
NM_022568	2549	54	1517
NM_001080821	2549	151	2082
NM_024509	2549	453	2339
NM_001264	2549	28	1617
NM_012144	2548	194	2293
NM_020377	2548	4	1044
NM_198457	2548	287	2455
NM_079834	2548	108	797
NM_173623	2548	90	1799
NM_024712	2548	44	2365
NM_001009186	2547	165	1625
NM_024629	2547	71	1327
NM_002564	2547	334	1467
NM_152429	2546	165	941
NM_022170	2546	9	755
NM_016030	2546	207	2414
NM_013265	2546	41	2389
NM_006042	2546	799	2019
XM_001715509	2546	1698	2546
NM_001031847	2546	46	2316
NM_032620	2545	43	1521
NM_003378	2545	218	2065
NM_004419	2545	256	1410
NM_182833	2545	252	1814
NM_018484	2545	375	2027
NM_020356	2545	152	2512
NM_030882	2545	337	1350
NM_014460	2545	298	759
NM_173488	2544	173	2332
NM_000071	2544	182	1837
NM_153451	2544	159	572
NM_145056	2544	441	1655
NM_001098475	2544	839	1939
NM_007035	2543	620	1678
XM_001714950	2543	801	1514
NM_014079	2543	195	1445
NM_022060	2543	70	1098
NM_003856	2542	231	1217
NM_001001479	2542	646	1698
NM_004315	2542	198	1433
NM_032141	2542	29	1705
NM_013397	2542	249	1403
NM_015634	2542	97	1962
NM_018087	2541	242	2266
XM_001717147	2541	1	1332
NM_004714	2540	281	2170
NM_017853	2540	287	736
NM_012325	2540	65	871
NM_004169	2540	191	1642
NM_003026	2540	48	1106
XM_001715776	2540	1631	2119
NM_018250	2540	81	2057
NM_017880	2540	329	2053
NM_021189	2540	137	1435
NM_152312	2539	112	2277
NM_001025604	2539	181	1389
NM_018142	2539	132	2264
NM_016026	2538	41	997
NM_178122	2538	94	957
NM_138288	2538	56	271
NM_030800	2538	337	1893
NM_024311	2538	255	1604
NM_016324	2538	474	2120
NM_152444	2538	201	1256
NM_012341	2537	72	1976
NM_012123	2537	91	2169
NM_001012270	2537	122	535
NM_007084	2537	87	917
NM_001077400	2536	77	2485
NM_033198	2536	15	1682
NM_004382	2535	226	1473
NM_173828	2535	1213	2124
NM_001105521	2535	1	2535
NM_001040667	2535	897	2375
NM_014324	2534	83	1231
XM_001126758	2534	68	1240
NM_004086	2534	57	1709
NM_032717	2534	124	1428
NM_032317	2534	29	709
NM_002543	2533	115	936
NM_030571	2533	217	882
NM_000087	2532	9	2081
NM_016599	2532	132	926
NM_001048194	2532	86	1444
NM_001011553	2531	194	1504
NM_004929	2531	183	968
NM_016561	2531	154	1506
XM_001720964	2531	536	955
NM_001044370	2531	224	1204
NM_024700	2531	74	1264
NM_000739	2530	372	1772
NM_006314	2530	37	2178
NM_012253	2530	63	1853
NM_001721	2530	112	2139
NM_138428	2530	373	936
NM_030938	2530	114	1334
NM_001532	2529	230	1600
NM_007052	2529	207	1901
NM_004696	2529	183	1646
NM_016617	2529	40	297
NM_024298	2529	482	1900
NM_174938	2529	203	1996
NM_153338	2528	61	1446
NM_152784	2528	62	2458
NM_006887	2528	292	1776
NM_012381	2528	45	2180
NM_002483	2527	47	1081
NM_032831	2527	100	864
NM_005598	2527	430	831
NM_016551	2527	38	1750
NM_004256	2527	22	1677
NM_001733	2526	60	2177
NM_003104	2526	142	1215
NM_177967	2526	505	1434
NM_014034	2525	338	952
NM_003627	2525	257	1936
NM_138316	2525	167	1111
XM_001714917	2525	1	375
NM_152460	2525	363	1094
NM_005860	2525	36	827
NM_014342	2524	48	959
NM_020666	2524	109	1554
NM_000249	2524	61	2331
NM_024908	2524	24	1904
NM_017879	2523	172	1956
NM_012216	2523	258	2405
NM_024063	2522	43	2304
NM_007269	2522	76	1854
NM_000405	2521	135	716
NM_004403	2521	334	1824
NM_001042410	2521	102	2282
NM_152232	2521	2	2521
NM_144972	2520	798	1796
NM_030891	2520	294	1067
NM_032320	2520	258	1685
NM_001080490	2520	1	2520
