"Transcript"	"miRNA"	"UTR_length"	"Site_range"	"Seed_range"	"Seed_kind"	"GU_pair"	"tA1"	"region12.17"	"region4.15"	"X2.8_range"	"X9.11_range"	"X12._range"	"Seed44_score"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Ghybrid_score"	"Gnucl"	"Gnucl_score"	"Gtotal"	"Gtotal_score"	"SiteAcc"	"SiteAcc_score"	"UpsAcc"	"UpsAcc_score"	"DwsAcc"	"DwsAcc_score"	"SeedAcc"	"SeedAcc_score"	"SiteBegin"	"SiteBegin_score"	"UpAU"	"UpAU_score"	"DwAU"	"DwAU_score"
"NM_017589"	"miR-17"	1000	"113-134"	"131-134"	"other"	-1	0	0	0	"131-134"	"127-129"	"113-126"	0.8285	0.8818	0.7778	-15.1	1.0854	-2.123	1.1352	1.583	0.8224	0.435	1.0674	0.372	1.0562	0.377	0.9187	0.435	1.0052	0.11	1.3241	0.36	0.9068	0.28	0.8729
"NM_017589"	"miR-17"	1000	"129-150"	"146-150"	"other"	-1	0	0	0	"148-150"	"146-147"	"129-142"	0.8285	0.8818	0.7778	-17.5	1.0492	-4.113	1.2036	2.043	0.8224	0.426	1.0674	0.471	1.0884	0.429	0.9889	0.671	1.1493	0.12	1.3241	0.32	0.9071	0.56	1.4995
"NM_017589"	"miR-17"	1000	"129-154"	"151-154"	"other"	-1	0	0	0	"148-154"	"146-147"	"129-142"	0.8285	0.8818	0.7778	-18.6	1.0315	-0.556	1.0496	3.061	0.8224	0.426	1.0674	0.471	1.0884	0.405	0.9889	0.428	1.0052	0.12	1.3241	0.32	0.9071	0.6	1.4995
"NM_017589"	"miR-17"	1000	"160-176"	"171-176"	"6mer"	2	0	0	0	"171-176"	"167-168"	"160-166"	1.4238	0.8818	1.3911	-10	1.3339	-4.065	1.2036	-2.212	1.0858	0.501	1.1746	0.399	1.0562	0.375	0.9187	0.243	0.9986	0.16	1.3241	0.28	0.9753	0.68	1.7275
"NM_017589"	"miR-17-3p"	1000	"2-23"	"22-23"	"other"	-1	0	0	0	"15-23"	"12-12"	"2-11"	0.8285	0.8818	0.7778	-16.5	1.0556	-0.044	0.8444	8.211	0.8224	0.248	0.841	0.076	0.8115	0.374	0.9187	0.76	1.1047	0	1.0133	1	0.3095	0.52	1.1344
"NM_017589"	"miR-17-3p"	1000	"39-62"	"59-62"	"other"	-1	0	0	0	"56-62"	"49-51"	"39-48"	0.8285	0.8818	0.7778	-16.5	1.0556	-0.766	1.0496	4.724	0.8224	0.332	1.0386	0.492	1.0884	0.46	1.0538	0.45	1.0052	0.03	1.0133	0.48	1.032	0.4	1.0396
"NM_017589"	"miR-17-3p"	1000	"97-121"	"118-121"	"other"	-1	0	0	0	"111-120"	"0-0"	"97-106"	0.8285	0.8818	0.7778	-15.3	1.0854	-3.046	1.2947	4.238	0.8224	0.427	1.0674	0.462	1.0884	0.361	0.9187	0.598	1.0133	0.09	1.0133	0.4	0.9068	0.4	1.0396
"NM_017589"	"miR-181a"	1000	"136-150"	"147-150"	"other"	-1	0	0	0	"0-0"	"149-150"	"136-148"	0.8285	0.8818	0.7778	-15.4	1.0854	-5.055	1.1611	-1.482	1.0356	0.427	1.0674	0.416	1.1779	0.429	0.9889	0.741	0.9853	0.13	1.3241	0.44	1.0746	0.56	1.4995
"NM_017589"	"miR-181a"	1000	"45-60"	"58-60"	"other"	-1	0	0	0	"0-0"	"60-60"	"45-59"	0.8285	0.8818	0.7778	-16.3	1.0556	-0.257	0.8444	-4.081	1.0878	0.312	1.0386	0.396	1.0562	0.483	1.0538	0.434	1.0052	0.04	1.0133	0.48	1.032	0.44	1.0407
"NM_017589"	"miR-181a"	1000	"45-64"	"63-64"	"other"	-1	0	0	0	"63-64"	"60-60"	"45-59"	0.8285	0.8818	0.7778	-16.7	1.0556	-0.257	0.8444	6.705	0.8224	0.309	1.0386	0.396	1.0562	0.485	1.0538	0.001	0.9589	0.04	1.0133	0.48	1.032	0.4	1.0396
"NM_017589"	"miR-181a"	1000	"45-67"	"67-67"	"other"	-1	0	0	0	"63-67"	"60-60"	"45-59"	0.8285	0.8818	0.7778	-17.8	1.0492	-0.257	0.8444	6.437	0.8224	0.28	0.9592	0.396	1.0562	0.545	1.2025	0.263	0.9836	0.04	1.0133	0.48	1.032	0.48	1.0323
"NM_017589"	"miR-181c"	1000	"45-63"	"59-63"	"other"	-1	0	0	0	"0-0"	"62-63"	"45-61"	0.8285	0.8818	0.7778	-15.4	1.0854	-0.645	1.0496	4.134	0.8224	0.326	1.0386	0.396	1.0562	0.472	1.0538	0.361	0.9801	0.04	1.0133	0.48	1.032	0.4	1.0396
"NM_017589"	"miR-181c"	1000	"45-68"	"66-68"	"other"	-1	0	0	0	"66-68"	"62-63"	"45-61"	0.8285	0.8818	0.7778	-17.3	1.0492	-0.645	1.0496	6.461	0.8224	0.302	1.0386	0.396	1.0562	0.533	1.2025	0.351	0.9801	0.04	1.0133	0.48	1.032	0.48	1.0323
"NM_017589"	"miR-182"	1000	"119-136"	"135-136"	"other"	-1	0	0	0	"133-136"	"130-132"	"119-129"	0.8285	0.8818	0.7778	-16.6	1.0556	-2.229	1.1352	-3.745	1.0896	0.464	1.1339	0.383	1.0562	0.388	0.9187	0.779	1.1047	0.11	1.3241	0.28	0.9753	0.32	0.8639
"NM_017589"	"miR-182"	1000	"119-139"	"137-139"	"other"	-1	0	0	0	"133-139"	"130-132"	"119-129"	0.8285	0.8818	0.7778	-17.7	1.0492	-2.229	1.1352	-1.805	1.0356	0.464	1.1339	0.383	1.0562	0.413	0.9889	0.462	1.032	0.11	1.3241	0.28	0.9753	0.36	1.0396
"NM_017589"	"miR-183"	1000	"113-128"	"124-128"	"other"	-1	0	0	0	"120-127"	"116-119"	"113-115"	0.8285	0.8818	0.7778	-17.8	1.0492	-1.861	1.0756	-3.717	1.0896	0.458	1.1339	0.372	1.0562	0.441	0.9889	0.31	0.9601	0.11	1.3241	0.36	0.9068	0.36	1.0396
"NM_017589"	"miR-183"	1000	"52-62"	"60-62"	"other"	-1	0	1	0	"62-62"	"60-61"	"52-58"	1.1271	1.134	0.7778	-15.1	1.0854	-0.458	0.8444	-4.042	1.0878	0.494	1.1339	0.222	0.8986	0.46	1.0538	0.515	1.0786	0.05	1.0133	0.6	1.3518	0.4	1.0396
"NM_017589"	"miR-183"	1000	"52-70"	"69-70"	"other"	-1	0	1	0	"62-70"	"60-61"	"52-58"	1.1271	1.134	0.7778	-16.1	1.0556	-0.458	0.8444	1.591	0.8224	0.431	1.0674	0.222	0.8986	0.505	1.2025	0.851	1.1529	0.05	1.0133	0.6	1.3518	0.44	1.0407
"NM_017589"	"miR-186"	1000	"137-145"	"142-145"	"other"	-1	0	0	0	"0-0"	"145-145"	"137-144"	0.8285	0.8818	0.7778	-18.6	1.0315	-0.349	0.8444	-6.906	1.1451	0.246	0.841	0.428	1.1779	0.509	1.2025	0.117	0.9741	0.13	1.3241	0.44	1.0746	0.44	1.0407
"NM_017589"	"miR-186"	1000	"137-154"	"152-154"	"other"	-1	0	0	0	"152-154"	"145-145"	"137-144"	0.8285	0.8818	0.7778	-18.6	1.0315	-0.349	0.8444	-2.844	1.0858	0.405	1.0674	0.428	1.1779	0.405	0.9889	0.266	0.9836	0.13	1.3241	0.44	1.0746	0.6	1.4995
"NM_017589"	"miR-186"	1000	"137-177"	"172-177"	"offset-6mer"	1	0	0	0	"172-177"	"145-160"	"137-144"	1.2719	0.8818	1.2723	-15.1	1.0854	-0.519	1.0496	6.706	0.8224	0.401	1.0674	0.428	1.1779	0.389	0.9187	0.159	1.036	0.13	1.3241	0.44	1.0746	0.64	1.9758
"NM_017589"	"miR-186"	1000	"137-181"	"172-177"	"offset-6mer"	1	0	0	0	"172-180"	"145-160"	"137-144"	1.2719	0.8818	1.2723	-15.1	1.0854	-0.519	1.0496	6.846	0.8224	0.411	1.0674	0.428	1.1779	0.401	0.9889	0.159	1.036	0.13	1.3241	0.44	1.0746	0.68	1.7275
"NM_017589"	"miR-186"	1000	"55-67"	"61-67"	"other"	-1	0	0	0	"67-67"	"64-66"	"55-63"	0.8285	0.8818	0.7778	-17.3	1.0492	-0.352	0.8444	-1.233	1.0356	0.283	0.9592	0.246	0.8986	0.545	1.2025	0.209	0.9986	0.05	1.0133	0.64	1.54	0.48	1.0323
"NM_017589"	"miR-186"	1000	"9-17"	"9-17"	"other"	-1	0	0	0	"0-0"	"0-0"	"9-17"	0.8285	0.8818	0.7778	-17.6	1.0492	-0.142	0.8444	-9.058	1.2612	0.243	0.841	0.082	0.8115	0.462	1.0538	0.243	0.9986	0	1.0133	0.375	0.9068	0.48	1.0323
"NM_017589"	"miR-186"	1000	"9-22"	"20-22"	"other"	-1	0	0	0	"0-0"	"20-22"	"9-17"	0.8285	0.8818	0.7778	-17.6	1.0492	-0.142	0.8444	-5.374	1.1792	0.295	0.9592	0.082	0.8115	0.398	0.9187	0.306	0.9601	0	1.0133	0.375	0.9068	0.48	1.0323
"NM_017589"	"miR-186"	1000	"9-24"	"20-24"	"other"	-1	0	0	0	"0-0"	"22-24"	"9-21"	0.8285	0.8818	0.7778	-20.9	0.8683	-0.611	1.0496	-9.17	1.2612	0.354	1.0998	0.082	0.8115	0.36	0.9187	0.492	1.032	0	1.0133	0.375	0.9068	0.56	1.4995
"NM_017589"	"miR-18a"	1000	"134-152"	"152-152"	"other"	-1	0	0	0	"148-152"	"143-144"	"134-142"	0.8285	0.8818	0.7778	-15.6	1.0854	-0.02	0.8444	-0.49	1.0466	0.496	1.1339	0.403	1.1779	0.373	0.9187	0.635	1.0341	0.13	1.3241	0.44	1.0746	0.64	1.9758
"NM_017589"	"miR-18a"	1000	"134-154"	"152-154"	"other"	-1	0	0	0	"148-154"	"143-144"	"134-142"	0.8285	0.8818	0.7778	-18.7	1.0315	-0.02	0.8444	-2.131	1.0858	0.457	1.1339	0.403	1.1779	0.405	0.9889	0.266	0.9836	0.13	1.3241	0.44	1.0746	0.6	1.4995
"NM_017589"	"miR-18a"	1000	"148-176"	"171-176"	"6mer"	3	0	0	0	"171-176"	"159-169"	"148-158"	1.0413	0.8818	1.0281	-6.7	1.3339	-0.232	0.8444	13.324	0.8224	0.451	1.1339	0.412	1.1779	0.375	0.9187	0.243	0.9986	0.14	1.3241	0.4	0.9068	0.68	1.7275
"NM_017589"	"miR-18a"	1000	"54-69"	"68-69"	"other"	-1	0	0	0	"66-69"	"63-64"	"54-62"	0.8285	0.8818	0.7778	-16	1.0556	-0.454	0.8444	-0.0879999999999992	1.0466	0.385	1.0998	0.238	0.8986	0.526	1.2025	0.745	0.9853	0.05	1.0133	0.6	1.3518	0.48	1.0323
"NM_017589"	"miR-18a"	1000	"54-80"	"78-80"	"other"	-1	0	0	0	"75-80"	"65-66"	"54-64"	0.8285	0.8818	0.7778	-18	1.0315	-0.454	0.8444	-1.704	1.0356	0.485	1.1339	0.238	0.8986	0.407	0.9889	0.098	0.9668	0.05	1.0133	0.6	1.3518	0.4	1.0396
"NM_017589"	"miR-18a"	1000	"9-27"	"26-27"	"other"	-1	0	0	0	"24-27"	"14-15"	"9-13"	0.8285	0.8818	0.7778	-16.8	1.0556	-0.023	0.8444	-5.102	1.1792	0.37	1.0998	0.082	0.8115	0.314	0.9432	0.193	1.036	0	1.0133	0.375	0.9068	0.64	1.9758
"NM_017589"	"miR-18a-3p"	1000	"1-10"	"8-10"	"other"	-1	0	1	0	"0-0"	"10-10"	"1-9"	1.1271	1.134	0.7778	-15.1	1.0854	0	0.8444	-2.435	1.0858	0.117	0.7823	0.076	0.8115	0.414	0.9889	0.266	0.9836	0	1.0133	1	0.3095	0.52	1.1344
"NM_017589"	"miR-18a-3p"	1000	"1-14"	"12-14"	"other"	-1	0	1	0	"13-14"	"10-12"	"1-9"	1.1271	1.134	0.7778	-17.8	1.0492	0	0.8444	-1.848	1.0356	0.142	0.7823	0.076	0.8115	0.472	1.0538	0.179	1.036	0	1.0133	1	0.3095	0.52	1.1344
"NM_017589"	"miR-18a-3p"	1000	"1-17"	"16-17"	"other"	-1	1	1	0	"13-17"	"10-12"	"1-9"	1.1271	1.134	0.7778	-18.2	1.0315	0	0.8444	-2.21	1.0858	0.167	0.7199	0.076	0.8115	0.462	1.0538	0.409	1.0052	0	1.0133	1	0.3095	0.48	1.0323
"NM_017589"	"miR-18a-3p"	1000	"1-23"	"22-23"	"other"	-1	0	1	0	"13-23"	"10-12"	"1-9"	1.1271	1.134	0.7778	-18.2	1.0315	0	0.8444	0.140000000000001	0.8224	0.241	0.841	0.076	0.8115	0.374	0.9187	0.76	1.1047	0	1.0133	1	0.3095	0.52	1.1344
"NM_017589"	"miR-18a-3p"	1000	"1-25"	"23-25"	"other"	-1	0	1	0	"13-25"	"10-12"	"1-9"	1.1271	1.134	0.7778	-19.2	0.9855	0	0.8444	-0.912	1.0466	0.292	0.9592	0.076	0.8115	0.324	0.9432	0.837	1.046	0	1.0133	1	0.3095	0.6	1.4995
"NM_017589"	"miR-18a-3p"	1000	"1-29"	"28-29"	"other"	-1	1	1	0	"13-29"	"10-12"	"1-9"	1.1271	1.134	0.7778	-19.3	0.9855	0	0.8444	-1.404	1.0356	0.302	1.0386	0.076	0.8115	0.348	0.9432	0.539	1.0786	0	1.0133	1	0.3095	0.64	1.9758
"NM_017589"	"miR-18a-3p"	1000	"139-152"	"150-152"	"other"	-1	0	0	0	"150-152"	"149-149"	"139-148"	0.8285	0.8818	0.7778	-15.3	1.0854	-0.039	0.8444	-0.837000000000002	1.0466	0.454	1.1339	0.407	1.1779	0.373	0.9187	0.74	0.9853	0.13	1.3241	0.44	1.0746	0.64	1.9758
"NM_017589"	"miR-18a-3p"	1000	"139-159"	"157-159"	"other"	-1	1	0	0	"157-159"	"152-154"	"139-151"	0.8285	0.8818	0.7778	-16	1.0556	-0.088	0.8444	-0.661	1.0466	0.339	1.0386	0.407	1.1779	0.494	1.0538	0.171	1.036	0.13	1.3241	0.44	1.0746	0.72	2.0107
"NM_017589"	"miR-18a-3p"	1000	"50-70"	"69-70"	"other"	-1	0	1	0	"64-70"	"0-0"	"50-61"	1.1271	1.134	0.7778	-18.2	1.0315	-1.9	1.0756	1.858	0.8224	0.396	1.0998	0.318	0.8516	0.505	1.2025	0.851	1.1529	0.05	1.0133	0.56	1.3518	0.44	1.0407
"NM_017589"	"miR-18a-3p"	1000	"60-67"	"60-67"	"other"	-1	0	0	0	"0-0"	"0-0"	"60-67"	0.8285	0.8818	0.7778	-16.3	1.0556	0	0.8444	-1.055	1.0356	0.226	0.841	0.309	0.8516	0.545	1.2025	0.226	0.9986	0.06	1.0133	0.6	1.3518	0.48	1.0323
"NM_017589"	"miR-18a-3p"	1000	"60-76"	"75-76"	"other"	-1	0	0	0	"72-76"	"0-0"	"60-70"	0.8285	0.8818	0.7778	-20.1	0.8683	0	0.8444	-4.441	1.0878	0.556	1.3158	0.309	0.8516	0.417	0.9889	0.778	1.1047	0.06	1.0133	0.6	1.3518	0.44	1.0407
"NM_017589"	"miR-18a-3p"	1000	"96-114"	"113-114"	"other"	-1	0	0	0	"0-0"	"113-114"	"96-112"	0.8285	0.8818	0.7778	-16.8	1.0556	-0.221	0.8444	-0.149000000000001	1.0466	0.365	1.0998	0.446	1.1779	0.473	1.0538	0.342	0.9601	0.09	1.0133	0.44	1.0746	0.4	1.0396
"NM_017589"	"miR-18a-3p"	1000	"96-121"	"118-121"	"other"	-1	0	0	0	"118-120"	"113-114"	"96-112"	0.8285	0.8818	0.7778	-18.7	1.0315	-2.316	1.1352	1.79	0.8224	0.421	1.0674	0.446	1.1779	0.361	0.9187	0.598	1.0133	0.09	1.0133	0.44	1.0746	0.4	1.0396
"NM_017589"	"miR-191"	1000	"118-156"	"153-156"	"other"	-1	0	0	0	"153-156"	"143-145"	"118-142"	0.8285	0.8818	0.7778	-17.1	1.0492	-2.219	1.1352	9.934	0.8224	0.415	1.0674	0.36	1.0562	0.446	0.9889	0.06	0.9668	0.11	1.3241	0.32	0.9071	0.64	1.9758
"NM_017589"	"miR-196a"	1000	"10-26"	"24-26"	"other"	-1	0	0	0	"23-26"	"20-22"	"10-19"	0.8285	0.8818	0.7778	-16.6	1.0556	-0.049	0.8444	-5.328	1.1792	0.406	1.0674	0.077	0.8115	0.314	0.9432	0.683	1.1493	0.01	1.0133	0.333	0.9071	0.6	1.4995
"NM_017589"	"miR-196a"	1000	"107-117"	"113-117"	"other"	-1	0	0	0	"113-117"	"0-0"	"107-112"	0.8285	0.8818	0.7778	-17.2	1.0492	-2.498	1.1352	-7.131	1.1867	0.422	1.0674	0.397	1.0562	0.427	0.9889	0.461	1.032	0.1	1.3241	0.4	0.9068	0.4	1.0396
"NM_017589"	"miR-196a"	1000	"138-163"	"160-163"	"other"	-1	0	0	0	"160-163"	"0-0"	"138-152"	0.8285	0.8818	0.7778	-15.7	1.0854	-4.868	1.1472	3.346	0.8224	0.414	1.0674	0.415	1.1779	0.426	0.9889	0.812	1.046	0.13	1.3241	0.44	1.0746	0.72	2.0107
"NM_017589"	"miR-196a"	1000	"155-172"	"166-171"	"7mer-A1"	2	1	0	0	"166-171"	"0-0"	"155-161"	1.5251	0.8818	1.4391	-14.5	1.3339	-1.834	1.0756	1.271	0.8224	0.48	1.1339	0.393	1.0562	0.352	0.9187	0.528	1.0786	0.15	1.3241	0.36	0.9068	0.72	2.0107
"NM_017589"	"miR-196a"	1000	"184-202"	"193-202"	"other"	-1	0	0	0	"198-202"	"195-197"	"184-194"	0.8285	0.8818	0.7778	-19.7	0.9855	-1.49	0.9835	-7.22	1.1867	0.344	1.0386	0.379	1.0562	0.36	0.9187	0.364	0.9801	0.18	1.3241	0.68	1.6073	0.68	1.7275
"NM_017589"	"miR-196a"	1000	"25-40"	"35-40"	"other"	-1	0	0	0	"39-40"	"36-38"	"25-35"	0.8285	0.8818	0.7778	-17	1.0492	-1.021	0.9835	-7.959	1.1867	0.481	1.1339	0.375	1.0562	0.275	0.9554	0.577	1.0133	0.02	1.0133	0.417	1.0746	0.56	1.4995
"NM_017589"	"miR-196a"	1000	"25-46"	"44-46"	"other"	-1	0	0	0	"39-46"	"36-38"	"25-35"	0.8285	0.8818	0.7778	-19	0.9855	-0.952	1.0496	-1.065	1.0356	0.381	1.0998	0.375	1.0562	0.397	0.9187	0.018	0.9589	0.02	1.0133	0.417	1.0746	0.52	1.1344
"NM_017589"	"miR-196a"	1000	"4-13"	"9-13"	"other"	-1	1	0	0	"7-12"	"4-6"	"0-0"	0.8285	0.8818	0.7778	-15.8	1.0854	-0.045	0.8444	2.087	0.8224	0.189	0.7199	0.027	0.6317	0.438	0.9889	0.263	0.9836	0	1.0133	0.333	0.9071	0.48	1.0323
"NM_017589"	"miR-196a"	1000	"55-69"	"65-69"	"other"	-1	0	0	0	"68-69"	"65-67"	"55-64"	0.8285	0.8818	0.7778	-16.8	1.0556	-1.233	0.9835	-0.886000000000001	1.0466	0.345	1.0386	0.246	0.8986	0.526	1.2025	0.351	0.9801	0.05	1.0133	0.64	1.54	0.48	1.0323
"NM_017589"	"miR-196a"	1000	"55-80"	"78-80"	"other"	-1	0	0	0	"75-80"	"73-74"	"55-70"	0.8285	0.8818	0.7778	-18.2	1.0315	-3.339	1.2947	-1.902	1.0356	0.466	1.1339	0.246	0.8986	0.407	0.9889	0.098	0.9668	0.05	1.0133	0.64	1.54	0.4	1.0396
"NM_017589"	"miR-196a"	1000	"95-115"	"111-115"	"other"	-1	1	0	0	"104-114"	"103-103"	"95-102"	0.8285	0.8818	0.7778	-15.5	1.0854	-2.301	1.1352	2.642	0.8224	0.387	1.0998	0.416	1.1779	0.446	0.9889	0.345	0.9601	0.09	1.0133	0.48	1.032	0.36	1.0396
"NM_017589"	"miR-196b"	1000	"130-154"	"151-154"	"other"	-1	0	0	0	"147-154"	"144-146"	"130-143"	0.8285	0.8818	0.7778	-16.3	1.0556	-0.091	0.8444	4.743	0.8224	0.427	1.0674	0.47	1.0884	0.405	0.9889	0.428	1.0052	0.13	1.3241	0.36	0.9068	0.6	1.4995
"NM_017589"	"miR-196b"	1000	"130-156"	"155-156"	"other"	-1	0	0	0	"151-156"	"144-146"	"130-143"	0.8285	0.8818	0.7778	-16.6	1.0556	-0.044	0.8444	4.511	0.8224	0.398	1.0998	0.47	1.0884	0.446	0.9889	0.038	0.9589	0.13	1.3241	0.36	0.9068	0.64	1.9758
"NM_017589"	"miR-196b"	1000	"130-163"	"160-163"	"other"	-1	0	0	0	"151-163"	"144-146"	"130-143"	0.8285	0.8818	0.7778	-16.9	1.0556	-3.991	1.26	5.506	0.8224	0.427	1.0674	0.47	1.0884	0.426	0.9889	0.812	1.046	0.13	1.3241	0.36	0.9068	0.72	2.0107
"NM_017589"	"miR-196b"	1000	"155-172"	"166-171"	"7mer-A1"	2	1	0	0	"166-171"	"0-0"	"155-161"	1.5251	0.8818	1.4391	-14.5	1.3339	-1.834	1.0756	1.271	0.8224	0.48	1.1339	0.393	1.0562	0.352	0.9187	0.528	1.0786	0.15	1.3241	0.36	0.9068	0.72	2.0107
"NM_017589"	"miR-196b"	1000	"184-202"	"195-202"	"other"	-1	0	0	0	"198-202"	"195-197"	"184-190"	0.8285	0.8818	0.7778	-16.7	1.0556	-1.434	0.9835	-4.22	1.0878	0.344	1.0386	0.379	1.0562	0.36	0.9187	0.359	0.9801	0.18	1.3241	0.68	1.6073	0.68	1.7275
"NM_017589"	"miR-196b"	1000	"2-11"	"9-11"	"other"	-1	0	0	0	"7-11"	"4-6"	"2-3"	0.8285	0.8818	0.7778	-16.5	1.0556	-0.008	0.8444	0.614999999999998	0.8224	0.138	0.7823	0.076	0.8115	0.426	0.9889	0.266	0.9836	0	1.0133	1	0.3095	0.52	1.1344
"NM_017589"	"miR-196b"	1000	"2-13"	"9-13"	"other"	-1	1	0	0	"7-12"	"4-6"	"2-3"	0.8285	0.8818	0.7778	-20.5	0.8683	-0.045	0.8444	1.481	0.8224	0.158	0.7199	0.076	0.8115	0.438	0.9889	0.263	0.9836	0	1.0133	1	0.3095	0.48	1.0323
"NM_017589"	"miR-196b"	1000	"25-46"	"44-46"	"other"	-1	0	0	0	"39-46"	"36-38"	"25-33"	0.8285	0.8818	0.7778	-17.6	1.0492	-0.895	1.0496	0.334999999999997	0.8224	0.381	1.0998	0.375	1.0562	0.397	0.9187	0.018	0.9589	0.02	1.0133	0.417	1.0746	0.52	1.1344
"NM_017589"	"miR-196b"	1000	"50-65"	"58-65"	"other"	-1	0	0	0	"0-0"	"63-65"	"50-62"	0.8285	0.8818	0.7778	-18	1.0315	-1.796	1.0756	3.002	0.8224	0.348	1.0386	0.318	0.8516	0.508	1.2025	0.312	0.9601	0.05	1.0133	0.56	1.3518	0.4	1.0396
"NM_017589"	"miR-196b"	1000	"55-68"	"64-68"	"other"	-1	0	0	0	"0-0"	"66-68"	"55-65"	0.8285	0.8818	0.7778	-20	0.8683	-1.233	0.9835	-4.082	1.0878	0.32	1.0386	0.246	0.8986	0.533	1.2025	0.211	0.9986	0.05	1.0133	0.64	1.54	0.48	1.0323
"NM_017589"	"miR-196b"	1000	"55-77"	"75-77"	"other"	-1	0	0	0	"72-77"	"66-68"	"55-65"	0.8285	0.8818	0.7778	-20.8	0.8683	-1.233	0.9835	-4.502	1.0878	0.514	1.1746	0.246	0.8986	0.406	0.9889	0.681	1.1493	0.05	1.0133	0.64	1.54	0.44	1.0407
"NM_017589"	"miR-196b"	1000	"55-80"	"78-80"	"other"	-1	0	0	0	"75-80"	"66-68"	"55-65"	0.8285	0.8818	0.7778	-23.8	0.8906	-1.233	0.9835	-7.502	1.1867	0.466	1.1339	0.246	0.8986	0.407	0.9889	0.098	0.9668	0.05	1.0133	0.64	1.54	0.4	1.0396
"NM_017589"	"miR-196b"	1000	"95-115"	"111-115"	"other"	-1	1	0	0	"109-114"	"104-104"	"95-103"	0.8285	0.8818	0.7778	-19	0.9855	-2.301	1.1352	-0.858000000000001	1.0466	0.387	1.0998	0.416	1.1779	0.446	0.9889	0.345	0.9601	0.09	1.0133	0.48	1.032	0.36	1.0396
"NM_017589"	"miR-19b"	1000	"18-28"	"27-28"	"other"	-1	1	0	0	"24-27"	"20-22"	"18-19"	0.8285	0.8818	0.7778	-15.1	1.0854	-0.055	0.8444	-8.003	1.2351	0.458	1.1339	0.184	0.8325	0.344	0.9432	0.145	0.9741	0.01	1.0133	0.412	1.0746	0.6	1.4995
"NM_017589"	"miR-19b"	1000	"59-70"	"68-70"	"other"	-1	1	0	0	"66-69"	"62-64"	"59-61"	0.8285	0.8818	0.7778	-16.7	1.0556	0	0.8444	-1.634	1.0356	0.38	1.0998	0.295	0.9881	0.505	1.2025	0.83	1.046	0.05	1.0133	0.64	1.54	0.44	1.0407
"NM_017589"	"miR-20a"	1000	"129-150"	"146-150"	"other"	-1	0	0	0	"148-150"	"146-147"	"129-142"	0.8285	0.8818	0.7778	-15.7	1.0854	-4.113	1.2036	3.843	0.8224	0.426	1.0674	0.471	1.0884	0.429	0.9889	0.671	1.1493	0.12	1.3241	0.32	0.9071	0.56	1.4995
"NM_017589"	"miR-20a"	1000	"129-154"	"151-154"	"other"	-1	0	0	0	"148-154"	"146-147"	"129-142"	0.8285	0.8818	0.7778	-16.8	1.0556	-0.556	1.0496	4.861	0.8224	0.426	1.0674	0.471	1.0884	0.405	0.9889	0.428	1.0052	0.12	1.3241	0.32	0.9071	0.6	1.4995
"NM_017589"	"miR-20a"	1000	"160-176"	"171-176"	"6mer"	2	0	0	0	"171-176"	"0-0"	"160-166"	1.4238	0.8818	1.3911	-10.6	1.3339	-4.065	1.2036	-2.812	1.0858	0.501	1.1746	0.399	1.0562	0.375	0.9187	0.243	0.9986	0.16	1.3241	0.28	0.9753	0.68	1.7275
"NM_017589"	"miR-21"	1000	"38-60"	"58-60"	"other"	-1	0	0	0	"54-60"	"51-53"	"38-50"	0.8285	0.8818	0.7778	-18.7	1.0315	-0.685	1.0496	-3.228	1.0896	0.301	1.0386	0.532	1.128	0.483	1.0538	0.434	1.0052	0.03	1.0133	0.52	1.4126	0.44	1.0407
"NM_017589"	"miR-218"	1000	"185-207"	"204-207"	"other"	-1	1	0	0	"196-206"	"193-194"	"185-192"	0.8285	0.8818	0.7778	-15.4	1.0854	-2.499	1.1352	-1.565	1.0356	0.381	1.0998	0.386	1.0562	0.326	0.9432	0.475	1.032	0.18	1.3241	0.72	1.4704	0.64	1.9758
"NM_017589"	"miR-218"	1000	"53-64"	"63-64"	"other"	-1	1	0	0	"58-63"	"54-56"	"53-53"	0.8285	0.8818	0.7778	-16.1	1.0556	-2.047	1.1352	-1.502	1.0356	0.446	1.0674	0.184	0.8325	0.485	1.0538	0.001	0.9589	0.05	1.0133	0.64	1.54	0.4	1.0396
"NM_017589"	"miR-22"	1000	"118-149"	"147-149"	"other"	-1	0	0	0	"142-149"	"140-141"	"118-135"	0.8285	0.8818	0.7778	-18.4	1.0315	-2.115	1.1352	5.792	0.8224	0.429	1.0674	0.36	1.0562	0.452	1.0538	0.763	1.1047	0.11	1.3241	0.32	0.9071	0.52	1.1344
"NM_017589"	"miR-22"	1000	"118-154"	"148-153"	"6mer"	1	0	0	0	"142-153"	"140-141"	"118-135"	1.302	0.8818	1.3343	-19	0.9855	-5.152	1.1611	7.636	0.8224	0.435	1.0674	0.36	1.0562	0.405	0.9889	0.655	1.1493	0.11	1.3241	0.32	0.9071	0.6	1.4995
"NM_017589"	"miR-22"	1000	"39-62"	"59-62"	"other"	-1	0	0	0	"59-62"	"56-57"	"39-51"	0.8285	0.8818	0.7778	-15.8	1.0854	-0.664	1.0496	5.424	0.8224	0.332	1.0386	0.492	1.0884	0.46	1.0538	0.45	1.0052	0.03	1.0133	0.48	1.032	0.4	1.0396
