"Transcript"	"miRNA"	"UTR_length"	"site_position"	"seed_position"	"Seed_kind"	"region12.17"	"Seed47_score"	"Seed50_score"	"Ghybrid"	"Gnucl"	"Gtotal"	"SiteAcc"	"UpsAcc"	"DwsAcc"	"SeedAcc"	"UpAU"	"site_conser"	"seed_conser"	"SiteBegin"	"line_prob"	"quad_prob"
"NM_011202"	"miR-290-3p"	5557	"2621-2659"	"2652-2658"	"7mer-m8"	0	0.851	1.553	-19.4	-6.414	4.197	0.367	0.433	0.618	0.562	0.5	0.002	0.000285714285714286	0.195395998903809	0.453622387316057	0.580188593060853
"NM_011202"	"miR-291a-3p"	5557	"2637-2659"	"2653-2658"	"6mer"	0	0.851	0.8519	-22.1	-5.759	-8.513	0.502	0.168	0.618	0.655	0.467	0.000956521739130435	0.000166666666666667	0.199780761852562	0.388736550230464	0.442523985947053
"NM_011202"	"miR-291b-3p"	5557	"2637-2659"	"2653-2658"	"6mer"	0	0.851	0.8519	-20.4	-6.015	-6.813	0.502	0.168	0.618	0.655	0.467	0.000956521739130435	0.000166666666666667	0.199780761852562	0.387774719999081	0.470559058279255
"NM_011202"	"miR-292-3p"	5557	"2630-2659"	"2652-2658"	"7mer-m8"	0	0.851	1.553	-21.8	-6.556	-1.175	0.434	0.251	0.618	0.562	0.5	8e-04	0.000285714285714286	0.197862428062483	0.459105638852156	0.511070662388636
"NM_011202"	"miR-294"	5557	"2641-2659"	"2653-2658"	"6mer"	0	0.851	0.8519	-22.6	-6.967	-9.509	0.54	0.202	0.618	0.655	0.433	0.00110526315789474	0.000166666666666667	0.200876952589751	0.404439463534759	0.439502709720777
"NM_011202"	"miR-295"	5557	"2639-2659"	"2653-2658"	"6mer"	0	0.851	0.8519	-20.1	-5.9	-7.644	0.539	0.168	0.618	0.655	0.433	0.001	0.000166666666666667	0.200328857221156	0.394779461003229	0.471164133309587
"NM_011202"	"miR-302a"	5557	"2635-2658"	"2653-2658"	"6mer"	1	1.1751	0.8519	-24.8	-6.122	-10.466	0.47	0.22	0.629	0.655	0.467	0.000916666666666667	0.000166666666666667	0.199232666483968	0.417307342094246	0.452739843542687
"NM_011202"	"miR-302b"	5557	"2635-2658"	"2653-2658"	"6mer"	1	1.1751	0.8519	-22.5	-6.127	-8.166	0.47	0.22	0.629	0.655	0.467	0.000916666666666667	0.000166666666666667	0.199232666483968	0.414709952237569	0.497599948598063
"NM_011202"	"miR-302d"	5557	"2630-2658"	"2653-2658"	"6mer"	1	1.1751	0.8519	-20.6	-6.163	-0.172000000000001	0.425	0.251	0.629	0.655	0.5	0.000793103448275862	0.000166666666666667	0.197862428062483	0.391541201736912	0.483691714592414
"NM_011202"	"miR-30a"	5557	"2692-2714"	"2709-2714"	"offset-6mer"	0	0.851	0.5654	-15.2	0	9.095	0.224	0.466	0.331	0.088	0.533	0.000347826086956522	0	0.214853384488901	0.252330001554621	0.362509070359082
"NM_011202"	"miR-30b"	5557	"2695-2714"	"2709-2714"	"offset-6mer"	0	0.851	0.5654	-13	0	12.008	0.176	0.465	0.331	0.088	0.5	0.00025	0	0.215675527541792	0.236075884505873	0.402299088069519
"NM_011202"	"miR-30c"	5557	"2697-2714"	"2709-2714"	"offset-6mer"	0	0.851	0.5654	-12.5	-0.006	14.752	0.174	0.416	0.331	0.088	0.533	0.000222222222222222	0	0.216223622910386	0.229018851831757	0.384949818214841
"NM_011202"	"miR-30d"	5557	"2688-2714"	"2709-2714"	"offset-6mer"	0	0.851	0.5654	-15.7	0	11.122	0.25	0.476	0.331	0.088	0.567	0.000296296296296296	0	0.213757193751713	0.256464322562684	0.336404219299593
"NM_011202"	"miR-30e"	5557	"2674-2714"	"2709-2714"	"offset-6mer"	0	0.851	0.5654	-15.9	-0.804	17.565	0.325	0.667	0.331	0.088	0.6	0.000341463414634146	0	0.209920526171554	0.281529311492310	0.351861987174143
"NM_011202"	"miR-322"	5557	"3315-3333"	"3328-3333"	"6mer"	0	0.851	0.8519	-18.2	-0.41	-4.017	0.384	0.421	0.348	0.209	0.467	0.000631578947368421	0.001	0.385585091805974	0.373790683759434	0.448275030121434
"NM_011202"	"miR-34a"	5557	"2549-2564"	"2559-2564"	"offset-6mer"	0	0.851	0.5654	-18.9	-5.046	-8.019	0.519	0.459	0.516	0.633	0.533	0	0	0.175664565634420	0.384592535747365	0.506785446139971
"NM_011202"	"miR-34b-5p"	5557	"2549-2564"	"2559-2564"	"offset-6mer"	0	0.851	0.5654	-18.5	-5.162	-7.619	0.519	0.459	0.516	0.633	0.533	0	0	0.175664565634420	0.384568962240815	0.514805452414805
"NM_011202"	"miR-34c"	5557	"2537-2564"	"2559-2564"	"offset-6mer"	0	0.851	0.5654	-18.2	-5.516	-7.085	0.541	0.163	0.516	0.633	0.367	0.00167857142857143	0	0.172375993422856	0.329017119309111	0.405477963772034
"NM_011202"	"miR-384-5p"	5557	"2677-2714"	"2709-2714"	"offset-6mer"	0	0.851	0.5654	-15.1	-0.406	15.144	0.301	0.651	0.331	0.088	0.567	0.000210526315789474	0	0.210742669224445	0.277217485091684	0.381322639675938
"NM_011202"	"miR-449a"	5557	"2549-2564"	"2559-2564"	"offset-6mer"	0	0.851	0.5654	-21.4	-5.993	-10.519	0.519	0.459	0.516	0.633	0.533	0	0	0.175664565634420	0.390807637774776	0.479963714437396
"NM_011202"	"miR-449b"	5557	"2549-2564"	"2559-2564"	"offset-6mer"	0	0.851	0.5654	-19.2	-5.993	-8.319	0.519	0.459	0.516	0.633	0.533	0	0	0.175664565634420	0.388358307528380	0.515807643278431
"NM_011202"	"miR-449c"	5557	"2527-2564"	"2559-2564"	"offset-6mer"	0	0.851	0.5654	-20.7	-5.077	1.696	0.461	0.19	0.516	0.633	0.4	0.00131578947368421	0	0.169635516579885	0.28888097797446	0.294301263376824
"NM_011202"	"miR-467a"	5557	"2637-2658"	"2652-2658"	"7mer-m8"	1	1.1751	1.553	-28.5	-7.475	-15.138	0.493	0.168	0.629	0.562	0.467	0.000954545454545455	0.000285714285714286	0.199780761852562	0.521282356128781	0.49480655231235
"NM_011202"	"miR-467b"	5557	"2643-2658"	"2653-2658"	"offset-6mer"	1	1.1751	0.5654	-24.6	-7.475	-12.051	0.506	0.272	0.629	0.655	0.433	0.0011875	0.000166666666666667	0.201425047958345	0.40280241754213	0.436315586545981
"NM_011202"	"miR-467c"	5557	"2637-2658"	"2653-2658"	"6mer"	1	1.1751	0.8519	-22.4	-6.653	-9.038	0.493	0.168	0.629	0.655	0.467	0.000954545454545455	0.000166666666666667	0.199780761852562	0.418439427297366	0.503784591249268
"NM_011202"	"miR-467d"	5557	"2637-2658"	"2653-2658"	"6mer"	1	1.1751	0.8519	-25.2	-6.653	-11.838	0.493	0.168	0.629	0.655	0.467	0.000954545454545455	0.000166666666666667	0.199780761852562	0.4216325176072	0.449387546864295
"NM_011202"	"miR-497"	5557	"3316-3333"	"3328-3333"	"6mer"	0	0.851	0.8519	-23.5	-0.315	-9.553	0.379	0.426	0.348	0.209	0.5	0.000666666666666667	0.001	0.385859139490271	0.384135681635995	0.391611513847512
"NM_011202"	"miR-543"	5557	"3596-3613"	"3608-3613"	"6mer"	0	0.851	0.8519	-15.6	-1.389	-0.879	0.388	0.447	0.238	0.396	0.433	0	0	0.46259249109345	0.368855738136123	0.452912232725744
"NM_011202"	"miR-93"	5557	"2672-2695"	"2690-2695"	"6mer"	0	0.851	0.8519	-21.8	-3.027	-9.688	0.47	0.611	0.196	0.497	0.6	0.000458333333333333	0.000666666666666667	0.209372430802960	0.386814273719238	0.465119842389856
"NM_011202"	"miR-93"	5557	"2631-2659"	"2653-2659"	"7mer-m8"	0	0.851	1.553	-24.7	-5.9	-6.47	0.448	0.249	0.618	0.661	0.5	0.000793103448275862	0.000285714285714286	0.19813647574678	0.469157307281364	0.479901049838323
"NM_011202"	"miR-93"	5557	"2507-2545"	"2540-2545"	"6mer"	0	0.851	0.8519	-20.2	-2.395	10.434	0.282	0.296	0.549	0.604	0.367	0.00192307692307692	0.00583333333333333	0.164154562893944	0.265022296155943	0.299105244116384
"NM_011203"	"miR-124"	3190	"2565-2588"	"2582-2587"	"7mer-A1"	1	1.1751	1.5179	-17.5	-5.395	-8.468	0.473	0.381	0.534	0.614	0.833	1	1	0.230295566502463	0.691493606251785	0.811185054183585
"NM_011203"	"miR-124"	3190	"3008-3028"	"3021-3027"	"7mer-m8"	1	1.1751	1.553	-23.6	-2.1	-6.51	0.287	0.492	0.215	0.259	0.667	0.999952380952381	1	0.775862068965517	0.69228583557338	0.756179352731096
"NM_011203"	"miR-15a"	3190	"2598-2616"	"2611-2616"	"6mer"	0	0.851	0.8519	-18.2	-3.385	-3.897	0.375	0.462	0.366	0.267	0.7	1	1	0.270935960591133	0.517275922981685	0.479002287798053
"NM_011203"	"miR-15b"	3190	"2590-2616"	"2611-2616"	"6mer"	0	0.851	0.8519	-19.1	-3.352	-3.073	0.393	0.515	0.366	0.267	0.767	1	1	0.261083743842365	0.532213563598783	0.498645860903029
"NM_011203"	"miR-16"	3190	"2583-2616"	"2611-2616"	"6mer"	0	0.851	0.8519	-21.6	-0.923	-3.963	0.43	0.419	0.366	0.267	0.833	1	1	0.252463054187192	0.524765491325726	0.493531807843436
"NM_011203"	"miR-1907"	3190	"2583-2617"	"2611-2616"	"6mer"	0	0.851	0.8519	-25.4	-4.398	-5.812	0.421	0.419	0.384	0.267	0.833	1	1	0.252463054187192	0.537101086960769	0.469955066096104
"NM_011203"	"miR-195"	3190	"2583-2616"	"2611-2616"	"6mer"	0	0.851	0.8519	-18.7	-1.121	-1.063	0.43	0.419	0.366	0.267	0.833	1	1	0.252463054187192	0.522134905513692	0.515611444960281
"NM_011203"	"miR-322"	3190	"2601-2616"	"2611-2616"	"6mer"	0	0.851	0.8519	-16.3	-0.6	-3.345	0.335	0.508	0.366	0.267	0.7	1	1	0.274630541871921	0.505677806069441	0.448964797815545
"NM_011203"	"miR-497"	3190	"2598-2616"	"2611-2616"	"6mer"	0	0.851	0.8519	-18.4	-3.352	-4.097	0.375	0.462	0.366	0.267	0.7	1	1	0.270935960591133	0.517383748144657	0.477179467445561
"NM_011211"	"let-7a"	8360	"8185-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-18.9	-2.065	-9.042	0.343	0.667	0.344	0.393	0.8	1	1	0.95294433987631	0.731383156652021	0.70498414470997
"NM_011211"	"let-7a"	8360	"6996-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-22.8	-6.257	-11.592	0.551	0.573	0.468	0.533	0.9	0.9955	1	0.633234740521646	0.8737191580439	0.895165240576114
"NM_011211"	"let-7b"	8360	"8185-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-18.9	-2.007	-9.042	0.343	0.667	0.344	0.393	0.8	1	1	0.95294433987631	0.731209471730975	0.70433276302204
"NM_011211"	"let-7b"	8360	"6996-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-23.6	-6.247	-12.392	0.551	0.573	0.468	0.533	0.9	0.9955	1	0.633234740521646	0.874114837742438	0.897667754382625
"NM_011211"	"let-7c"	8360	"8185-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-18.9	-2.065	-9.042	0.343	0.667	0.344	0.393	0.8	1	1	0.95294433987631	0.731383156652021	0.70498414470997
"NM_011211"	"let-7c"	8360	"6996-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-22.5	-6.247	-11.292	0.551	0.573	0.468	0.533	0.9	0.9955	1	0.633234740521646	0.873547302505705	0.894178987756582
"NM_011211"	"let-7d"	8360	"8158-8198"	"8192-8197"	"6mer"	0	0.851	0.8519	-20.1	-1.597	-6.969	0.498	0.82	0.388	0.393	0.8	0.999926829268293	1	0.945684323742942	0.753797761079115	0.813974462604819
"NM_011211"	"let-7d"	8360	"6996-7022"	"7016-7022"	"8mer"	0	0.851	2.7436	-21.8	-6.017	-10.432	0.55	0.573	0.488	0.533	0.9	0.995333333333333	1	0.633234740521646	0.874012362713834	0.889821916046663
"NM_011211"	"let-7e"	8360	"8185-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-18.9	-2.065	-9.042	0.343	0.667	0.344	0.393	0.8	1	1	0.95294433987631	0.731383156652021	0.70498414470997
"NM_011211"	"let-7e"	8360	"6996-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-19.6	-5.472	-8.392	0.551	0.573	0.468	0.533	0.9	0.9955	1	0.633234740521646	0.870713997842345	0.88197075681946
"NM_011211"	"let-7f"	8360	"8185-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-18.6	-2.22	-8.742	0.343	0.667	0.344	0.393	0.8	1	1	0.95294433987631	0.731571103935117	0.701338378317678
"NM_011211"	"let-7f"	8360	"7006-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-22.5	-6.135	-15.079	0.507	0.577	0.468	0.533	0.867	0.999611111111111	1	0.635923635385856	0.871924445666528	0.884331542195929
"NM_011211"	"let-7g"	8360	"8186-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-17.3	-2.194	-6.41	0.338	0.65	0.344	0.393	0.8	1	1	0.953213229362732	0.724882357794876	0.672014224576197
"NM_011211"	"let-7g"	8360	"7003-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-22.3	-6.365	-13.837	0.54	0.533	0.468	0.533	0.867	0.996428571428571	1	0.635116966926593	0.871799743513178	0.888620779530243
"NM_011211"	"let-7i"	8360	"8167-8197"	"8192-8197"	"6mer"	0	0.851	0.8519	-19	-4.796	-7.595	0.525	0.666	0.344	0.393	0.833	0.999903225806452	1	0.948104329120731	0.753714880765288	0.80215167741104
"NM_011211"	"let-7i"	8360	"7003-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-22.3	-6.365	-13.837	0.54	0.533	0.468	0.533	0.867	0.996428571428571	1	0.635116966926593	0.871799743513178	0.888620779530243
"NM_011211"	"miR-105"	8360	"7702-7723"	"7718-7723"	"offset-6mer"	0	0.851	0.5654	-19.9	-2.227	-2.366	0.402	0.224	0.292	0.545	0.367	1	1	0.823070717934929	0.509384004297492	0.631452203916943
"NM_011211"	"miR-106a"	8360	"7702-7724"	"7718-7724"	"7mer-m8"	0	0.851	1.553	-17.8	-1.863	1.289	0.388	0.224	0.303	0.478	0.367	1	1	0.823070717934929	0.62642667885562	0.685081032675
"NM_011211"	"miR-106b"	8360	"7705-7724"	"7718-7724"	"7mer-m8"	0	0.851	1.553	-16.1	-1.863	-6.714	0.446	0.223	0.303	0.478	0.3	1	1	0.823877386394192	0.657396155331079	0.650986492226026
"NM_011211"	"miR-124"	8360	"6189-6217"	"6210-6216"	"8mer"	0	0.851	2.7436	-24.5	-3.601	-12.615	0.44	0.444	0.382	0.466	0.433	0.97103448275862	1	0.416240924979833	0.762307855385082	0.797552971642189
"NM_011211"	"miR-17"	8360	"7702-7724"	"7718-7724"	"7mer-m8"	0	0.851	1.553	-17.8	-1.863	1.289	0.388	0.224	0.303	0.478	0.367	1	1	0.823070717934929	0.62642667885562	0.685081032675
"NM_011211"	"miR-202-3p"	8360	"8160-8198"	"8192-8197"	"6mer"	0	0.851	0.8519	-18.2	-1.521	-5.096	0.51	0.784	0.388	0.393	0.8	0.999923076923077	1	0.946222102715784	0.750685685758262	0.780594309608371
"NM_011211"	"miR-202-3p"	8360	"7008-7022"	"7017-7022"	"7mer-A1"	0	0.851	1.5179	-16.7	-0.543	-9.446	0.467	0.646	0.488	0.49	0.867	1	1	0.636461414358699	0.76514629755085	0.709856664671656
"NM_011211"	"miR-20a"	8360	"7702-7724"	"7718-7724"	"7mer-m8"	0	0.851	1.553	-18.4	-1.863	0.689	0.388	0.224	0.303	0.478	0.367	1	1	0.823070717934929	0.62708400782507	0.694991888040009
"NM_011211"	"miR-20b"	8360	"7702-7724"	"7718-7724"	"7mer-m8"	0	0.851	1.553	-18.5	-1.863	0.588999999999999	0.388	0.224	0.303	0.478	0.367	1	1	0.823070717934929	0.627193515335028	0.696624789569274
"NM_011211"	"miR-26a"	8360	"7765-7785"	"7778-7784"	"8mer"	0	0.851	2.7436	-16.8	-4.544	-8.681	0.609	0.446	0.402	0.704	0.6	1	1	0.840010755579457	0.866857908656512	0.809763222062615
"NM_011211"	"miR-26b"	8360	"7765-7785"	"7778-7784"	"8mer"	0	0.851	2.7436	-18	-4.544	-9.881	0.609	0.446	0.402	0.704	0.6	1	1	0.840010755579457	0.867505718884187	0.825726562196736
"NM_011211"	"miR-290-3p"	8360	"7700-7724"	"7718-7723"	"6mer"	0	0.851	0.8519	-24	-1.901	1.602	0.357	0.225	0.303	0.545	0.4	1	1	0.822532938962087	0.520120599666725	0.742056689089443
"NM_011211"	"miR-291a-3p"	8360	"7688-7724"	"7718-7723"	"6mer"	0	0.851	0.8519	-18.6	-2.365	20.099	0.307	0.279	0.303	0.545	0.5	1	1	0.819306265125034	0.482841912660721	0.649290146038672
"NM_011211"	"miR-291b-3p"	8360	"7693-7724"	"7718-7723"	"6mer"	0	0.851	0.8519	-16.3	-1.863	14.669	0.332	0.312	0.303	0.545	0.433	1	1	0.82065071255714	0.504021957583713	0.596153765857351
"NM_011211"	"miR-292-3p"	8360	"7702-7724"	"7718-7723"	"6mer"	0	0.851	0.8519	-19.6	-2.313	-0.511000000000003	0.388	0.224	0.303	0.545	0.367	1	1	0.823070717934929	0.540133296529048	0.649492201723556
"NM_011211"	"miR-294"	8360	"7702-7724"	"7718-7723"	"6mer"	0	0.851	0.8519	-21.9	-2.579	-2.811	0.388	0.224	0.303	0.545	0.367	1	1	0.823070717934929	0.543814587647897	0.689110538720533
"NM_011211"	"miR-295"	8360	"7700-7724"	"7718-7723"	"6mer"	0	0.851	0.8519	-18	-1.866	7.602	0.357	0.225	0.303	0.545	0.4	1	1	0.822532938962087	0.512975200407255	0.632680776910585
"NM_011211"	"miR-302a"	8360	"7686-7723"	"7718-7723"	"6mer"	0	0.851	0.8519	-20.4	-2.695	14.632	0.324	0.229	0.292	0.545	0.533	1	1	0.818768486152191	0.498147036189972	0.673168004181264
"NM_011211"	"miR-302b"	8360	"7699-7723"	"7718-7723"	"6mer"	0	0.851	0.8519	-16.7	-2.687	8.142	0.354	0.229	0.292	0.545	0.4	1	1	0.822264049475665	0.514784133009942	0.584890933015699
"NM_011211"	"miR-302d"	8360	"7702-7723"	"7718-7723"	"6mer"	0	0.851	0.8519	-19.4	-2.687	-1.866	0.402	0.224	0.292	0.545	0.367	1	1	0.823070717934929	0.547860478163999	0.63998792142156
"NM_011211"	"miR-467a"	8360	"7677-7723"	"7718-7723"	"6mer"	0	0.851	0.8519	-13.5	-2.223	33.151	0.31	0.288	0.292	0.545	0.7	0.99995744680851	1	0.816348480774402	0.480343035322573	0.551570954850423
"NM_011211"	"miR-467b"	8360	"7718-7728"	"7718-7723"	"offset-6mer"	0	0.851	0.5654	-12.5	-2.223	-4.167	0.337	0.279	0.375	0.545	0.367	1	1	0.827372949717666	0.536291824935572	0.388686586649178
"NM_011211"	"miR-467b"	8360	"7718-7723"	"7718-7723"	"offset-6mer"	0	0.851	0.5654	-12.1	-2.223	-8.864	0.545	0.279	0.292	0.545	0.367	1	1	0.827372949717666	0.589904732025824	0.483390945853083
"NM_011211"	"miR-467c"	8360	"7713-7723"	"7717-7723"	"7mer-m8"	0	0.851	1.553	-14.9	-2.721	-10.329	0.537	0.233	0.292	0.507	0.333	1	1	0.82602850228556	0.696619974125124	0.658240475104224
"NM_011211"	"miR-467d"	8360	"7702-7723"	"7717-7723"	"7mer-m8"	0	0.851	1.553	-14.8	-2.721	2.734	0.402	0.224	0.292	0.507	0.367	1	1	0.823070717934929	0.631880572200268	0.621572888403546
"NM_011211"	"miR-543"	8360	"7741-7775"	"7770-7775"	"7mer-A1"	1	1.1751	1.5179	-16	-2.39	0.574999999999999	0.454	0.294	0.548	0.545	0.6	1	1	0.833557407905351	0.742670064722668	0.736556671955549
"NM_011211"	"miR-93"	8360	"7702-7724"	"7718-7724"	"7mer-m8"	0	0.851	1.553	-23.5	-2.194	-4.411	0.388	0.224	0.303	0.478	0.367	1	1	0.823070717934929	0.633827034727005	0.766951087960583
"NM_011211"	"miR-98"	8360	"8184-8197"	"8192-8197"	"6mer"	1	1.1751	0.8519	-19.8	-2.104	-10.892	0.369	0.639	0.344	0.393	0.8	1	1	0.95267545038989	0.736822553832477	0.730926871433687
"NM_011211"	"miR-98"	8360	"6991-7023"	"7016-7022"	"8mer"	0	0.851	2.7436	-24	-6.354	-15.037	0.569	0.577	0.468	0.533	0.867	0.996121212121212	1	0.63189029308954	0.877541858574193	0.900400670319915
"NM_011246"	"let-7a"	5155	"3023-3051"	"3044-3050"	"8mer"	1	1.1751	2.7436	-24	-5.218	1.343	0.487	0.232	0.421	0.155	0.567	0.468206896551724	0.996142857142857	0.179684494036168	0.741874904622972	0.858386081507644
"NM_011246"	"let-7b"	5155	"3032-3051"	"3044-3050"	"8mer"	0	0.851	2.7436	-24.7	-3.009	-5.721	0.509	0.33	0.421	0.155	0.567	0.5496	0.996142857142857	0.183147364370912	0.743047498635635	0.796955468259053
"NM_011246"	"let-7c"	5155	"3030-3051"	"3044-3050"	"8mer"	1	1.1751	2.7436	-24.4	-3.193	0.881	0.465	0.332	0.421	0.155	0.6	0.5025	0.996142857142857	0.182377837629858	0.745583273473575	0.8586868554555
"NM_011246"	"let-7d"	5155	"3034-3050"	"3044-3050"	"8mer"	0	0.851	2.7436	-21.5	-5.936	-9.889	0.541	0.359	0.393	0.155	0.567	0.585058823529412	0.996142857142857	0.183916891111966	0.769864397861211	0.831527709943247
"NM_011246"	"let-7e"	5155	"3023-3051"	"3044-3050"	"8mer"	0	0.851	2.7436	-24.9	-4.751	0.443000000000001	0.487	0.232	0.421	0.155	0.567	0.468206896551724	0.996142857142857	0.179684494036168	0.720287112459564	0.751844068761788
"NM_011246"	"let-7f"	5155	"3023-3051"	"3044-3050"	"8mer"	1	1.1751	2.7436	-26.5	-5.219	-1.157	0.487	0.232	0.421	0.155	0.567	0.468206896551724	0.996142857142857	0.179684494036168	0.744114097033872	0.825302009669758
"NM_011246"	"let-7g"	5155	"3023-3051"	"3044-3050"	"8mer"	1	1.1751	2.7436	-28.3	-6.043	-2.957	0.487	0.232	0.421	0.155	0.567	0.468206896551724	0.996142857142857	0.179684494036168	0.748099757647665	0.787696207001748
"NM_011246"	"let-7i"	5155	"3033-3051"	"3044-3050"	"8mer"	0	0.851	2.7436	-25	-3.025	-9.608	0.535	0.319	0.421	0.155	0.533	0.577105263157895	0.996142857142857	0.183532127741439	0.750979513919451	0.806923198683455
"NM_011246"	"miR-202-3p"	5155	"3029-3050"	"3045-3050"	"7mer-A1"	0	0.851	1.5179	-24.7	-6.368	-2.504	0.465	0.372	0.393	0.18	0.6	0.464136363636364	0.999333333333333	0.181993074259331	0.605184445881247	0.434390572783321
"NM_011246"	"miR-30a"	5155	"4132-4160"	"4155-4160"	"offset-6mer"	0	0.851	0.5654	-14.8	-0.904	2.304	0.364	0.415	0.464	0.107	0.5	0.0499310344827586	0.0025	0.60638707195075	0.39674326014496	0.487900592346856
"NM_011246"	"miR-30b"	5155	"4118-4160"	"4155-4160"	"offset-6mer"	0	0.851	0.5654	-20.2	-0.193	1.064	0.373	0.423	0.464	0.107	0.533	0.0340697674418605	0.0025	0.60100038476337	0.395099426473744	0.430897999756801
"NM_011246"	"miR-30c"	5155	"4118-4160"	"4155-4160"	"offset-6mer"	0	0.851	0.5654	-21.2	-0.216	0.0640000000000001	0.373	0.423	0.464	0.107	0.533	0.0340697674418605	0.0025	0.60100038476337	0.396303118804101	0.428371199471665
"NM_011246"	"miR-30d"	5155	"4128-4160"	"4155-4160"	"offset-6mer"	0	0.851	0.5654	-14.7	-0.031	2.25	0.382	0.449	0.464	0.107	0.5	0.043969696969697	0.0025	0.604848018468642	0.402777927141202	0.483078866220256
"NM_011246"	"miR-30e"	5155	"4132-4160"	"4155-4160"	"offset-6mer"	0	0.851	0.5654	-17.1	-0.9	0.00399999999999778	0.364	0.415	0.464	0.107	0.5	0.0499310344827586	0.0025	0.60638707195075	0.399308308271539	0.481162419148121
"NM_011246"	"miR-350"	5155	"2992-3023"	"3016-3022"	"8mer"	0	0.851	2.7436	-14.5	-0.564	0.598000000000001	0.442	0.406	0.538	0.287	0.533	0.43146875	0.715	0.167756829549827	0.703319707565693	0.872514742991954
"NM_011246"	"miR-384-5p"	5155	"4130-4160"	"4155-4160"	"offset-6mer"	0	0.851	0.5654	-18.2	-4.208	-1.092	0.375	0.413	0.464	0.107	0.5	0.0468064516129032	0.0025	0.605617545209696	0.415185979153249	0.537020485577549
"NM_011246"	"miR-98"	5155	"3034-3051"	"3044-3050"	"8mer"	0	0.851	2.7436	-22.1	-4.866	-6.716	0.511	0.359	0.421	0.155	0.567	0.608111111111111	0.996142857142857	0.183916891111966	0.755864212381654	0.820479579233322
"NM_011256"	"miR-15a"	6639	"5010-5029"	"5024-5029"	"6mer"	0	0.851	0.8519	-21.5	-0.091	2.662	0.396	0.239	0.853	0.17	0.733	0.80605	1	0.371527777777778	0.578286768806426	0.578650490304172
"NM_011256"	"miR-15b"	6639	"5013-5029"	"5024-5029"	"6mer"	0	0.851	0.8519	-18.2	-3.64	1.631	0.462	0.171	0.853	0.17	0.767	0.857470588235294	1	0.372685185185185	0.610679807598567	0.5602501538881
"NM_011256"	"miR-16"	6639	"5013-5029"	"5024-5029"	"6mer"	0	0.851	0.8519	-20.1	-0.103	-0.269000000000002	0.462	0.171	0.853	0.17	0.767	0.857470588235294	1	0.372685185185185	0.599891783070013	0.586309240477547
"NM_011256"	"miR-1907"	6639	"5011-5030"	"5024-5029"	"6mer"	0	0.851	0.8519	-26.4	-4.686	-2.423	0.438	0.199	0.826	0.17	0.733	0.81545	1	0.371913580246914	0.60150913456374	0.516679069734577
"NM_011256"	"miR-195"	6639	"5013-5029"	"5024-5029"	"6mer"	0	0.851	0.8519	-18.6	-0.103	1.231	0.462	0.171	0.853	0.17	0.767	0.857470588235294	1	0.372685185185185	0.598205644736381	0.588307380654908
"NM_011256"	"miR-30a"	6639	"6176-6192"	"6185-6191"	"8mer"	0	0.851	2.7436	-15.9	-0.617	-11.376	0.611	0.82	0.104	0.228	0.667	0.999529411764706	0.999857142857143	0.821373456790123	0.870967138561617	0.92679857498626
"NM_011256"	"miR-30b"	6639	"6184-6192"	"6185-6191"	"8mer"	0	0.851	2.7436	-14	-0.617	-9.591	0.29	0.956	0.104	0.228	0.733	0.999111111111111	0.999857142857143	0.82445987654321	0.84422661806411	0.83947681929335
"NM_011256"	"miR-30c"	6639	"6143-6192"	"6185-6191"	"8mer"	0	0.851	2.7436	-16.8	-0.241	2.22	0.594	0.526	0.104	0.228	0.567	0.49894	0.999857142857143	0.808641975308642	0.828935773567873	0.910534196449885
"NM_011256"	"miR-30d"	6639	"6176-6192"	"6185-6191"	"8mer"	0	0.851	2.7436	-15.9	-0.617	-11.376	0.611	0.82	0.104	0.228	0.667	0.999529411764706	0.999857142857143	0.821373456790123	0.870967138561617	0.92679857498626
"NM_011256"	"miR-30e"	6639	"6176-6192"	"6185-6191"	"8mer"	0	0.851	2.7436	-16.5	-0.617	-11.976	0.611	0.82	0.104	0.228	0.667	0.999529411764706	0.999857142857143	0.821373456790123	0.871282601565643	0.929313558351686
"NM_011256"	"miR-322"	6639	"4991-5029"	"5024-5029"	"6mer"	1	1.1751	0.8519	-17	-1.114	14.926	0.304	0.279	0.853	0.17	0.567	0.89048717948718	1	0.364197530864198	0.530561479148017	0.657167506454096
"NM_011256"	"miR-384-5p"	6639	"6185-6192"	"6185-6191"	"8mer"	0	0.851	2.7436	-13.6	-0.233	-9.188	0.201	0.964	0.104	0.228	0.733	0.999125	0.999857142857143	0.824845679012346	0.831389279884432	0.790523131761515
